host_ts,source,temp_c,hum_rh,dist_mm,curr_ma,seq,cmd,crc_ok,port
1774859414.474,frame,29.94,59.89,,,89,161,1,COM4
1774859414.644,frame,,,1265,1076,90,2,1,COM4
1774859414.813,frame,,,1265,1076,91,162,1,COM4
1774859415.218,sim,24.00,60.20,,,,,,COM4
1774859415.307,frame,24.00,60.19,,,92,1,1,COM4
1774859415.473,frame,,,1230,1098,93,2,1,COM4
1774859415.637,frame,,,1230,1098,94,162,1,COM4
1774859416.293,sim,24.15,60.50,,,,,,COM4
1774859416.379,frame,24.15,60.49,,,95,1,1,COM4
1774859416.548,frame,,,1195,1120,96,2,1,COM4
1774859416.714,frame,,,1195,1120,97,162,1,COM4
1774859417.212,sim,24.30,60.80,,,,,,COM4
1774859417.297,frame,24.30,60.79,,,98,1,1,COM4
1774859417.463,frame,,,1160,1142,99,2,1,COM4
1774859417.631,frame,,,1160,1142,100,162,1,COM4
1774859418.210,sim,24.45,61.10,,,,,,COM4
1774859418.297,frame,24.45,61.09,,,101,1,1,COM4
1774859418.465,frame,,,1125,1164,102,2,1,COM4
1774859418.634,frame,,,1125,1164,103,162,1,COM4
1774859419.206,sim,24.60,61.40,,,,,,COM4
1774859419.293,frame,24.59,61.39,,,104,1,1,COM4
1774859419.463,frame,,,1090,1186,105,2,1,COM4
1774859419.635,frame,,,1090,1186,106,162,1,COM4
1774859420.203,sim,24.75,61.70,,,,,,COM4
1774859420.290,frame,24.74,61.69,,,107,1,1,COM4
1774859420.464,frame,,,1055,1208,108,2,1,COM4
1774859420.631,frame,,,1055,1208,109,162,1,COM4
1774859421.201,sim,24.90,62.00,,,,,,COM4
1774859421.288,frame,24.89,61.99,,,110,1,1,COM4
1774859421.459,frame,,,1020,1230,111,2,1,COM4
1774859421.630,frame,,,1020,1230,112,162,1,COM4
1774859422.198,sim,25.05,62.30,,,,,,COM4
1774859422.285,frame,25.04,62.29,,,113,1,1,COM4
1774859422.458,frame,,,985,1252,114,2,1,COM4
1774859422.623,frame,,,985,1252,115,162,1,COM4
1774859423.195,sim,25.20,62.60,,,,,,COM4
1774859423.282,frame,25.19,62.59,,,116,1,1,COM4
1774859423.458,frame,,,950,1274,117,2,1,COM4
1774859423.629,frame,,,950,1274,118,162,1,COM4
1774859424.193,sim,25.35,62.90,,,,,,COM4
1774859424.283,frame,25.34,62.89,,,119,1,1,COM4
1774859424.482,frame,,,915,1296,120,2,1,COM4
1774859424.675,frame,,,915,1296,121,162,1,COM4
1774859425.190,sim,25.50,63.20,,,,,,COM4
1774859425.280,frame,25.49,63.19,,,122,1,1,COM4
1774859425.458,frame,,,880,1318,123,2,1,COM4
1774859425.635,frame,,,880,1318,124,162,1,COM4
1774859426.188,sim,25.65,63.50,,,,,,COM4
1774859426.273,frame,25.64,63.49,,,125,1,1,COM4
1774859426.446,frame,,,845,1340,126,2,1,COM4
1774859426.616,frame,,,845,1340,127,162,1,COM4
1774859427.185,sim,25.80,63.80,,,,,,COM4
1774859427.269,frame,25.79,63.79,,,128,1,1,COM4
1774859427.439,frame,,,810,1362,129,2,1,COM4
1774859427.606,frame,,,810,1362,130,162,1,COM4
1774859428.183,sim,25.95,64.10,,,,,,COM4
1774859428.268,frame,25.94,64.09,,,131,1,1,COM4
1774859428.433,frame,,,775,1384,132,2,1,COM4
1774859428.596,frame,,,775,1384,133,162,1,COM4
1774859429.258,sim,26.10,64.40,,,,,,COM4
1774859429.342,frame,26.09,64.39,,,134,1,1,COM4
1774859429.519,frame,,,740,1406,135,2,1,COM4
1774859429.689,frame,,,740,1406,136,162,1,COM4
1774859430.178,sim,26.25,64.70,,,,,,COM4
1774859430.265,frame,26.24,64.69,,,137,1,1,COM4
1774859430.434,frame,,,705,1428,138,2,1,COM4
1774859430.615,frame,,,705,1428,139,162,1,COM4
1774859431.176,sim,26.40,65.00,,,,,,COM4
1774859431.269,frame,26.39,64.99,,,140,1,1,COM4
1774859431.433,frame,,,670,1450,141,2,1,COM4
1774859431.601,frame,,,670,1450,142,162,1,COM4
1774859432.173,sim,26.55,65.30,,,,,,COM4
1774859432.259,frame,26.54,65.29,,,143,1,1,COM4
1774859432.426,frame,,,635,1472,144,2,1,COM4
1774859432.592,frame,,,635,1472,145,162,1,COM4
1774859433.170,sim,26.70,65.60,,,,,,COM4
1774859433.255,frame,26.69,65.59,,,146,1,1,COM4
1774859433.419,frame,,,600,1494,147,2,1,COM4
1774859433.585,frame,,,600,1494,148,162,1,COM4
1774859434.168,sim,26.85,65.90,,,,,,COM4
1774859434.256,frame,26.84,65.89,,,149,1,1,COM4
1774859434.423,frame,,,565,1516,150,2,1,COM4
1774859434.595,frame,,,565,1516,151,162,1,COM4
1774859435.165,sim,27.00,66.20,,,,,,COM4
1774859435.248,frame,26.99,66.19,,,152,1,1,COM4
1774859435.410,frame,,,530,1538,153,2,1,COM4
1774859435.578,frame,,,530,1538,154,162,1,COM4
1774859436.163,sim,27.15,66.50,,,,,,COM4
1774859436.256,frame,27.14,66.49,,,155,1,1,COM4
1774859436.427,frame,,,495,1560,156,2,1,COM4
1774859436.596,frame,,,495,1560,157,162,1,COM4
1774859437.161,sim,27.30,66.80,,,,,,COM4
1774859437.213,frame,27.29,66.79,,,158,1,1,COM4
1774859437.317,frame,,,460,1582,159,2,1,COM4
1774859437.420,frame,,,460,1582,160,162,1,COM4
1774859438.158,sim,27.45,67.10,,,,,,COM4
1774859438.210,frame,27.44,67.10,,,161,1,1,COM4
1774859438.314,frame,,,425,1604,162,2,1,COM4
1774859438.417,frame,,,425,1604,163,162,1,COM4
1774859439.155,sim,27.60,67.40,,,,,,COM4
1774859439.206,frame,27.59,67.40,,,164,1,1,COM4
1774859439.310,frame,,,390,1626,165,2,1,COM4
1774859439.414,frame,,,390,1626,166,162,1,COM4
1774859440.152,sim,27.75,67.70,,,,,,COM4
1774859440.204,frame,27.74,67.70,,,167,1,1,COM4
1774859440.308,frame,,,355,1648,168,2,1,COM4
1774859440.411,frame,,,355,1648,169,162,1,COM4
1774859441.150,sim,27.90,68.00,,,,,,COM4
1774859441.204,frame,27.89,68.00,,,170,1,1,COM4
1774859441.308,frame,27.89,68.00,,,171,161,1,COM4
1774859441.413,frame,,,320,1670,172,2,1,COM4
1774859441.517,frame,,,320,1670,173,162,1,COM4
1774859442.148,sim,28.05,68.30,,,,,,COM4
1774859442.200,frame,28.04,68.30,,,174,1,1,COM4
1774859442.303,frame,28.04,68.30,,,175,161,1,COM4
1774859442.408,frame,,,285,1692,176,2,1,COM4
1774859442.514,frame,,,285,1692,177,162,1,COM4
1774859443.145,sim,28.20,68.60,,,,,,COM4
1774859443.198,frame,28.19,68.60,,,178,1,1,COM4
1774859443.303,frame,28.19,68.60,,,179,161,1,COM4
1774859443.406,frame,,,250,1714,180,2,1,COM4
1774859443.511,frame,,,250,1714,181,162,1,COM4
1774859444.143,sim,28.35,68.90,,,,,,COM4
1774859444.198,frame,28.34,68.90,,,182,1,1,COM4
1774859444.302,frame,28.34,68.90,,,183,161,1,COM4
1774859444.406,frame,,,215,320,184,2,1,COM4
1774859444.510,frame,,,215,320,185,162,1,COM4
1774859445.140,sim,28.50,69.20,,,,,,COM4
1774859445.193,frame,28.49,69.20,,,186,1,1,COM4
1774859445.296,frame,28.49,69.20,,,187,161,1,COM4
1774859445.400,frame,,,180,342,188,2,1,COM4
1774859445.504,frame,,,180,342,189,162,1,COM4
1774859446.137,sim,28.65,69.50,,,,,,COM4
1774859446.192,frame,28.64,69.50,,,190,1,1,COM4
1774859446.296,frame,28.64,69.50,,,191,161,1,COM4
1774859446.400,frame,,,145,364,192,2,1,COM4
1774859446.505,frame,,,145,364,193,162,1,COM4
1774859447.135,sim,28.80,69.80,,,,,,COM4
1774859447.187,frame,28.79,69.80,,,194,1,1,COM4
1774859447.291,frame,28.79,69.80,,,195,161,1,COM4
1774859447.395,frame,,,110,386,196,2,1,COM4
1774859447.498,frame,,,110,386,197,162,1,COM4
1774859448.132,sim,28.95,45.00,,,,,,COM4
1774859448.184,frame,28.94,45.00,,,198,1,1,COM4
1774859448.289,frame,28.94,45.00,,,199,161,1,COM4
1774859448.394,frame,,,1300,408,200,2,1,COM4
1774859449.130,sim,29.10,45.30,,,,,,COM4
1774859449.183,frame,29.09,45.30,,,201,1,1,COM4
1774859449.287,frame,29.09,45.30,,,202,161,1,COM4
1774859449.394,frame,,,1265,430,203,2,1,COM4
1774859450.129,sim,29.25,45.60,,,,,,COM4
1774859450.181,frame,29.24,45.60,,,204,1,1,COM4
1774859450.285,frame,29.24,45.60,,,205,161,1,COM4
1774859450.388,frame,,,1230,452,206,2,1,COM4
1774859451.127,sim,29.40,45.90,,,,,,COM4
1774859451.179,frame,29.39,45.90,,,207,1,1,COM4
1774859451.282,frame,29.39,45.90,,,208,161,1,COM4
1774859451.386,frame,,,1195,474,209,2,1,COM4
1774859452.125,sim,29.55,46.20,,,,,,COM4
1774859452.176,frame,29.54,46.19,,,210,1,1,COM4
1774859452.280,frame,29.54,46.19,,,211,161,1,COM4
1774859452.384,frame,,,1160,496,212,2,1,COM4
1774859453.123,sim,29.70,46.50,,,,,,COM4
1774859453.174,frame,29.69,46.49,,,213,1,1,COM4
1774859453.278,frame,29.69,46.49,,,214,161,1,COM4
1774859453.382,frame,,,1125,518,215,2,1,COM4
1774859454.121,sim,29.85,46.80,,,,,,COM4
1774859454.173,frame,29.84,46.79,,,216,1,1,COM4
1774859454.277,frame,29.84,46.79,,,217,161,1,COM4
1774859454.380,frame,,,1090,540,218,2,1,COM4
1774859455.119,sim,30.00,47.10,,,,,,COM4
1774859455.171,frame,29.99,47.09,,,219,1,1,COM4
1774859455.274,frame,29.99,47.09,,,220,161,1,COM4
1774859455.378,frame,,,1055,562,221,2,1,COM4
1774859456.118,sim,24.00,47.40,,,,,,COM4
1774859456.169,frame,24.00,47.39,,,222,1,1,COM4
1774859456.273,frame,,,1020,584,223,2,1,COM4
1774859457.121,sim,24.15,47.70,,,,,,COM4
1774859457.173,frame,24.15,47.69,,,224,1,1,COM4
1774859457.278,frame,,,985,606,225,2,1,COM4
1774859458.120,sim,24.30,48.00,,,,,,COM4
1774859458.172,frame,24.30,47.99,,,226,1,1,COM4
1774859458.277,frame,,,950,628,227,2,1,COM4
1774859459.119,sim,24.45,48.30,,,,,,COM4
1774859459.171,frame,24.45,48.29,,,228,1,1,COM4
1774859459.275,frame,,,915,650,229,2,1,COM4
1774859460.113,sim,24.60,48.60,,,,,,COM4
1774859460.165,frame,24.59,48.59,,,230,1,1,COM4
1774859460.269,frame,,,880,672,231,2,1,COM4
1774859461.105,sim,24.75,48.90,,,,,,COM4
1774859461.157,frame,24.74,48.89,,,232,1,1,COM4
1774859461.261,frame,,,845,694,233,2,1,COM4
1774859462.106,sim,24.90,49.20,,,,,,COM4
1774859462.158,frame,24.89,49.19,,,234,1,1,COM4
1774859462.262,frame,,,810,716,235,2,1,COM4
1774859463.102,sim,25.05,49.50,,,,,,COM4
1774859463.153,frame,25.04,49.49,,,236,1,1,COM4
1774859463.257,frame,,,775,738,237,2,1,COM4
1774859464.098,sim,25.20,49.80,,,,,,COM4
1774859464.149,frame,25.19,49.79,,,238,1,1,COM4
1774859464.254,frame,,,740,760,239,2,1,COM4
1774859465.095,sim,25.35,50.10,,,,,,COM4
1774859465.148,frame,25.34,50.09,,,240,1,1,COM4
1774859465.252,frame,,,705,782,241,2,1,COM4
1774859466.093,sim,25.50,50.40,,,,,,COM4
1774859466.145,frame,25.49,50.39,,,242,1,1,COM4
1774859466.249,frame,,,670,804,243,2,1,COM4
1774859467.094,sim,25.65,50.70,,,,,,COM4
1774859467.146,frame,25.64,50.69,,,244,1,1,COM4
1774859467.251,frame,,,635,826,245,2,1,COM4
1774859468.089,sim,25.80,51.00,,,,,,COM4
1774859468.141,frame,25.79,50.99,,,246,1,1,COM4
1774859468.245,frame,,,600,848,247,2,1,COM4
1774859468.350,frame,,,600,848,248,162,1,COM4
1774859469.086,sim,25.95,51.30,,,,,,COM4
1774859469.138,frame,25.94,51.29,,,249,1,1,COM4
1774859469.243,frame,,,565,870,250,2,1,COM4
1774859469.346,frame,,,565,870,251,162,1,COM4
1774859470.083,sim,26.10,51.60,,,,,,COM4
1774859470.135,frame,26.09,51.59,,,252,1,1,COM4
1774859470.238,frame,,,530,892,253,2,1,COM4
1774859470.341,frame,,,530,892,254,162,1,COM4
1774859471.080,sim,26.25,51.90,,,,,,COM4
1774859471.132,frame,26.24,51.89,,,255,1,1,COM4
1774859471.236,frame,,,495,914,256,2,1,COM4
1774859471.339,frame,,,495,914,257,162,1,COM4
1774859472.077,sim,26.40,52.20,,,,,,COM4
1774859472.129,frame,26.39,52.19,,,258,1,1,COM4
1774859472.232,frame,,,460,936,259,2,1,COM4
1774859472.335,frame,,,460,936,260,162,1,COM4
1774859473.075,sim,26.55,52.50,,,,,,COM4
1774859473.128,frame,26.54,52.49,,,261,1,1,COM4
1774859473.231,frame,,,425,958,262,2,1,COM4
1774859473.334,frame,,,425,958,263,162,1,COM4
1774859474.074,sim,26.70,52.80,,,,,,COM4
1774859474.125,frame,26.69,52.79,,,264,1,1,COM4
1774859474.229,frame,,,390,980,265,2,1,COM4
1774859474.333,frame,,,390,980,266,162,1,COM4
1774859475.072,sim,26.85,53.10,,,,,,COM4
1774859475.124,frame,26.84,53.09,,,267,1,1,COM4
1774859475.227,frame,,,355,1002,268,2,1,COM4
1774859475.331,frame,,,355,1002,269,162,1,COM4
1774859476.070,sim,27.00,53.40,,,,,,COM4
1774859476.122,frame,26.99,53.39,,,270,1,1,COM4
1774859476.227,frame,,,320,1024,271,2,1,COM4
1774859476.331,frame,,,320,1024,272,162,1,COM4
1774859477.067,sim,27.15,53.70,,,,,,COM4
1774859477.119,frame,27.14,53.69,,,273,1,1,COM4
1774859477.224,frame,,,285,1046,274,2,1,COM4
1774859477.329,frame,,,285,1046,275,162,1,COM4
1774859478.066,sim,27.30,54.00,,,,,,COM4
1774859478.118,frame,27.29,53.99,,,276,1,1,COM4
1774859478.222,frame,,,250,1068,277,2,1,COM4
1774859478.326,frame,,,250,1068,278,162,1,COM4
1774859479.063,sim,27.45,54.30,,,,,,COM4
1774859479.115,frame,27.44,54.29,,,279,1,1,COM4
1774859479.218,frame,,,215,1090,280,2,1,COM4
1774859479.322,frame,,,215,1090,281,162,1,COM4
1774859480.061,sim,27.60,54.60,,,,,,COM4
1774859480.113,frame,27.59,54.59,,,282,1,1,COM4
1774859480.216,frame,,,180,1112,283,2,1,COM4
1774859480.319,frame,,,180,1112,284,162,1,COM4
1774859481.059,sim,27.75,54.90,,,,,,COM4
1774859481.111,frame,27.74,54.89,,,285,1,1,COM4
1774859481.215,frame,,,145,1134,286,2,1,COM4
1774859481.318,frame,,,145,1134,287,162,1,COM4
1774859482.057,sim,27.90,55.20,,,,,,COM4
1774859482.108,frame,27.89,55.19,,,288,1,1,COM4
1774859482.212,frame,,,110,1156,289,2,1,COM4
1774859482.317,frame,,,110,1156,290,162,1,COM4
1774859483.054,sim,28.05,55.50,,,,,,COM4
1774859483.106,frame,28.04,55.49,,,291,1,1,COM4
1774859483.210,frame,,,1300,1178,292,2,1,COM4
1774859483.314,frame,,,1300,1178,293,162,1,COM4
1774859484.052,sim,28.20,55.80,,,,,,COM4
1774859484.104,frame,28.19,55.79,,,294,1,1,COM4
1774859484.208,frame,,,1265,1200,295,2,1,COM4
1774859484.311,frame,,,1265,1200,296,162,1,COM4
1774859485.049,sim,28.35,56.10,,,,,,COM4
1774859485.101,frame,28.34,56.09,,,297,1,1,COM4
1774859485.205,frame,,,1230,1222,298,2,1,COM4
1774859485.310,frame,,,1230,1222,299,162,1,COM4
1774859486.046,sim,28.50,56.40,,,,,,COM4
1774859486.098,frame,28.49,56.39,,,300,1,1,COM4
1774859486.201,frame,,,1195,1244,301,2,1,COM4
1774859486.306,frame,,,1195,1244,302,162,1,COM4
1774859487.043,sim,28.65,56.70,,,,,,COM4
1774859487.095,frame,28.64,56.69,,,303,1,1,COM4
1774859487.200,frame,28.64,56.69,,,304,161,1,COM4
1774859487.304,frame,,,1160,1266,305,2,1,COM4
1774859487.408,frame,,,1160,1266,306,162,1,COM4
1774859488.040,sim,28.80,57.00,,,,,,COM4
1774859488.093,frame,28.79,56.99,,,307,1,1,COM4
1774859488.197,frame,28.79,56.99,,,308,161,1,COM4
1774859488.301,frame,,,1125,1288,309,2,1,COM4
1774859488.405,frame,,,1125,1288,310,162,1,COM4
1774859489.038,sim,28.95,57.30,,,,,,COM4
1774859489.090,frame,28.94,57.29,,,311,1,1,COM4
1774859489.194,frame,28.94,57.29,,,312,161,1,COM4
1774859489.298,frame,,,1090,1310,313,2,1,COM4
1774859489.403,frame,,,1090,1310,314,162,1,COM4
1774859490.035,sim,29.10,57.60,,,,,,COM4
1774859490.088,frame,29.09,57.59,,,315,1,1,COM4
1774859490.192,frame,29.09,57.59,,,316,161,1,COM4
1774859490.298,frame,,,1055,1332,317,2,1,COM4
1774859490.403,frame,,,1055,1332,318,162,1,COM4
1774859491.033,sim,29.25,57.90,,,,,,COM4
1774859491.085,frame,29.24,57.89,,,319,1,1,COM4
1774859491.189,frame,29.24,57.89,,,320,161,1,COM4
1774859491.293,frame,,,1020,1354,321,2,1,COM4
1774859491.398,frame,,,1020,1354,322,162,1,COM4
1774859492.031,sim,29.40,58.20,,,,,,COM4
1774859492.083,frame,29.39,58.19,,,323,1,1,COM4
1774859492.187,frame,29.39,58.19,,,324,161,1,COM4
1774859492.291,frame,,,985,1376,325,2,1,COM4
1774859492.395,frame,,,985,1376,326,162,1,COM4
1774859493.029,sim,29.55,58.50,,,,,,COM4
1774859493.081,frame,29.54,58.49,,,327,1,1,COM4
1774859493.185,frame,29.54,58.49,,,328,161,1,COM4
1774859493.288,frame,,,950,1398,329,2,1,COM4
1774859493.393,frame,,,950,1398,330,162,1,COM4
1774859494.028,sim,29.70,58.80,,,,,,COM4
1774859494.080,frame,29.69,58.79,,,331,1,1,COM4
1774859494.192,frame,29.69,58.79,,,332,161,1,COM4
1774859494.304,frame,,,915,1420,333,2,1,COM4
1774859494.407,frame,,,915,1420,334,162,1,COM4
1774859495.026,sim,29.85,59.10,,,,,,COM4
1774859495.078,frame,29.84,59.09,,,335,1,1,COM4
1774859495.181,frame,29.84,59.09,,,336,161,1,COM4
1774859495.284,frame,,,880,1442,337,2,1,COM4
1774859495.388,frame,,,880,1442,338,162,1,COM4
1774859496.024,sim,30.00,59.40,,,,,,COM4
1774859496.076,frame,29.99,59.39,,,339,1,1,COM4
1774859496.179,frame,29.99,59.39,,,340,161,1,COM4
1774859496.283,frame,,,845,1464,341,2,1,COM4
1774859496.387,frame,,,845,1464,342,162,1,COM4
1774859497.021,sim,24.00,59.70,,,,,,COM4
1774859497.073,frame,24.00,59.69,,,343,1,1,COM4
1774859497.177,frame,,,810,1486,344,2,1,COM4
1774859497.280,frame,,,810,1486,345,162,1,COM4
1774859498.019,sim,24.15,60.00,,,,,,COM4
1774859498.071,frame,24.15,59.99,,,346,1,1,COM4
1774859498.174,frame,,,775,1508,347,2,1,COM4
1774859498.278,frame,,,775,1508,348,162,1,COM4
1774859499.017,sim,24.30,60.30,,,,,,COM4
1774859499.068,frame,24.30,60.29,,,349,1,1,COM4
1774859499.173,frame,,,740,1530,350,2,1,COM4
1774859499.276,frame,,,740,1530,351,162,1,COM4
1774859500.014,sim,24.45,60.60,,,,,,COM4
1774859500.066,frame,24.45,60.59,,,352,1,1,COM4
1774859500.170,frame,,,705,1552,353,2,1,COM4
1774859500.273,frame,,,705,1552,354,162,1,COM4
1774859501.012,sim,24.60,60.90,,,,,,COM4
1774859501.064,frame,24.59,60.89,,,355,1,1,COM4
1774859501.167,frame,,,670,1574,356,2,1,COM4
1774859501.271,frame,,,670,1574,357,162,1,COM4
1774859502.010,sim,24.75,61.20,,,,,,COM4
1774859502.061,frame,24.74,61.19,,,358,1,1,COM4
1774859502.164,frame,,,635,1596,359,2,1,COM4
1774859502.269,frame,,,635,1596,360,162,1,COM4
1774859503.007,sim,24.90,61.50,,,,,,COM4
1774859503.060,frame,24.89,61.49,,,361,1,1,COM4
1774859503.163,frame,,,600,1618,362,2,1,COM4
1774859503.266,frame,,,600,1618,363,162,1,COM4
1774859504.005,sim,25.05,61.80,,,,,,COM4
1774859504.057,frame,25.04,61.79,,,364,1,1,COM4
1774859504.160,frame,,,565,1640,365,2,1,COM4
1774859504.264,frame,,,565,1640,366,162,1,COM4
1774859505.003,sim,25.20,62.10,,,,,,COM4
1774859505.054,frame,25.19,62.09,,,367,1,1,COM4
1774859505.158,frame,,,530,1662,368,2,1,COM4
1774859505.261,frame,,,530,1662,369,162,1,COM4
1774859506.001,sim,25.35,62.40,,,,,,COM4
1774859506.053,frame,25.34,62.39,,,370,1,1,COM4
1774859506.156,frame,,,495,1684,371,2,1,COM4
1774859506.260,frame,,,495,1684,372,162,1,COM4
1774859506.998,sim,25.50,62.70,,,,,,COM4
1774859507.050,frame,25.49,62.69,,,373,1,1,COM4
1774859507.154,frame,,,460,1706,374,2,1,COM4
1774859507.258,frame,,,460,1706,375,162,1,COM4
1774859507.996,sim,25.65,63.00,,,,,,COM4
1774859508.048,frame,25.64,62.99,,,376,1,1,COM4
1774859508.151,frame,,,425,320,377,2,1,COM4
1774859508.255,frame,,,425,320,378,162,1,COM4
1774859508.994,sim,25.80,63.30,,,,,,COM4
