host_ts,source,temp_c,hum_rh,seq,cmd,crc_ok,port
1774841334.618,frame,27.89,48.59,1723,1,1,COM4
1774841334.764,frame,27.89,48.59,1724,161,1,COM4
1774841335.541,sim,28.05,48.90,,,,COM4
1774841335.613,frame,28.04,48.89,1725,1,1,COM4
1774841335.758,frame,28.04,48.89,1726,161,1,COM4
1774841336.541,sim,28.20,49.20,,,,COM4
1774841336.615,frame,28.19,49.19,1727,1,1,COM4
1774841336.762,frame,28.19,49.19,1728,161,1,COM4
1774841337.542,sim,28.35,49.50,,,,COM4
1774841337.616,frame,28.34,49.49,1729,1,1,COM4
1774841337.759,frame,28.34,49.49,1730,161,1,COM4
1774841338.542,sim,28.50,49.80,,,,COM4
1774841338.617,frame,28.49,49.79,1731,1,1,COM4
1774841338.759,frame,28.49,49.79,1732,161,1,COM4
1774841339.544,sim,28.65,50.10,,,,COM4
1774841339.617,frame,28.64,50.09,1733,1,1,COM4
1774841339.761,frame,28.64,50.09,1734,161,1,COM4
1774841340.545,sim,28.80,50.40,,,,COM4
1774841340.620,frame,28.79,50.39,1735,1,1,COM4
1774841340.763,frame,28.79,50.39,1736,161,1,COM4
1774841341.546,sim,28.95,50.70,,,,COM4
1774841341.619,frame,28.94,50.69,1737,1,1,COM4
1774841341.764,frame,28.94,50.69,1738,161,1,COM4
1774841342.546,sim,29.10,51.00,,,,COM4
1774841342.623,frame,29.09,50.99,1739,1,1,COM4
1774841342.766,frame,29.09,50.99,1740,161,1,COM4
1774841343.547,sim,29.25,51.30,,,,COM4
1774841343.621,frame,29.24,51.29,1741,1,1,COM4
1774841343.763,frame,29.24,51.29,1742,161,1,COM4
1774841344.548,sim,29.40,51.60,,,,COM4
1774841344.622,frame,29.39,51.59,1743,1,1,COM4
1774841344.763,frame,29.39,51.59,1744,161,1,COM4
1774841345.549,sim,29.55,51.90,,,,COM4
1774841345.625,frame,29.54,51.89,1745,1,1,COM4
1774841345.771,frame,29.54,51.89,1746,161,1,COM4
1774841346.550,sim,29.70,52.20,,,,COM4
1774841346.624,frame,29.69,52.19,1747,1,1,COM4
1774841346.767,frame,29.69,52.19,1748,161,1,COM4
1774841347.551,sim,29.85,52.50,,,,COM4
1774841347.624,frame,29.84,52.49,1749,1,1,COM4
1774841347.766,frame,29.84,52.49,1750,161,1,COM4
1774841348.552,sim,30.00,52.80,,,,COM4
1774841348.625,frame,29.99,52.79,1751,1,1,COM4
1774841348.769,frame,29.99,52.79,1752,161,1,COM4
1774841349.553,sim,24.00,53.10,,,,COM4
1774841349.627,frame,24.00,53.09,1753,1,1,COM4
1774841350.551,sim,24.15,53.40,,,,COM4
1774841350.625,frame,24.15,53.39,1754,1,1,COM4
1774841351.549,sim,24.30,53.70,,,,COM4
1774841351.624,frame,24.30,53.69,1755,1,1,COM4
1774841352.547,sim,24.45,54.00,,,,COM4
1774841352.623,frame,24.45,53.99,1756,1,1,COM4
1774841353.544,sim,24.60,54.30,,,,COM4
1774841353.619,frame,24.59,54.29,1757,1,1,COM4
1774841354.541,sim,24.75,54.60,,,,COM4
1774841354.618,frame,24.74,54.59,1758,1,1,COM4
1774841355.539,sim,24.90,54.90,,,,COM4
1774841355.614,frame,24.89,54.89,1759,1,1,COM4
1774841356.537,sim,25.05,55.20,,,,COM4
1774841356.611,frame,25.04,55.19,1760,1,1,COM4
1774841357.535,sim,25.20,55.50,,,,COM4
1774841357.608,frame,25.19,55.49,1761,1,1,COM4
1774841358.533,sim,25.35,55.80,,,,COM4
1774841358.606,frame,25.34,55.79,1762,1,1,COM4
1774841359.530,sim,25.50,56.10,,,,COM4
1774841359.604,frame,25.49,56.09,1763,1,1,COM4
1774841360.528,sim,25.65,56.40,,,,COM4
1774841360.605,frame,25.64,56.39,1764,1,1,COM4
1774841361.526,sim,25.80,56.70,,,,COM4
1774841361.602,frame,25.79,56.69,1765,1,1,COM4
1774841362.524,sim,25.95,57.00,,,,COM4
1774841362.599,frame,25.94,56.99,1766,1,1,COM4
1774841363.521,sim,26.10,57.30,,,,COM4
1774841363.597,frame,26.09,57.29,1767,1,1,COM4
1774841364.519,sim,26.25,57.60,,,,COM4
1774841364.593,frame,26.24,57.59,1768,1,1,COM4
1774841365.516,sim,26.40,57.90,,,,COM4
1774841365.590,frame,26.39,57.89,1769,1,1,COM4
1774841366.514,sim,26.55,58.20,,,,COM4
1774841366.587,frame,26.54,58.19,1770,1,1,COM4
1774841366.731,frame,26.54,58.19,1771,161,1,COM4
1774841367.515,sim,26.70,58.50,,,,COM4
1774841367.590,frame,26.69,58.49,1772,1,1,COM4
1774841367.733,frame,26.69,58.49,1773,161,1,COM4
1774841368.515,sim,26.85,58.80,,,,COM4
1774841368.588,frame,26.84,58.79,1774,1,1,COM4
1774841368.732,frame,26.84,58.79,1775,161,1,COM4
1774841369.516,sim,27.00,59.10,,,,COM4
1774841369.593,frame,26.99,59.09,1776,1,1,COM4
1774841369.738,frame,26.99,59.09,1777,161,1,COM4
1774841370.517,sim,27.15,59.40,,,,COM4
1774841370.591,frame,27.14,59.39,1778,1,1,COM4
1774841370.734,frame,27.14,59.39,1779,161,1,COM4
1774841371.518,sim,27.30,59.70,,,,COM4
1774841371.592,frame,27.29,59.69,1780,1,1,COM4
1774841371.736,frame,27.29,59.69,1781,161,1,COM4
1774841372.518,sim,27.45,60.00,,,,COM4
1774841372.592,frame,27.44,59.99,1782,1,1,COM4
1774841372.738,frame,27.44,59.99,1783,161,1,COM4
1774841373.519,sim,27.60,60.30,,,,COM4
1774841373.593,frame,27.59,60.29,1784,1,1,COM4
1774841373.739,frame,27.59,60.29,1785,161,1,COM4
1774841374.520,sim,27.75,60.60,,,,COM4
1774841374.599,frame,27.74,60.59,1786,1,1,COM4
1774841374.743,frame,27.74,60.59,1787,161,1,COM4
1774841375.521,sim,27.90,60.90,,,,COM4
1774841375.595,frame,27.89,60.89,1788,1,1,COM4
1774841375.740,frame,27.89,60.89,1789,161,1,COM4
1774841376.522,sim,28.05,61.20,,,,COM4
1774841376.596,frame,28.04,61.19,1790,1,1,COM4
1774841376.740,frame,28.04,61.19,1791,161,1,COM4
1774841377.523,sim,28.20,61.50,,,,COM4
1774841377.598,frame,28.19,61.49,1792,1,1,COM4
1774841377.744,frame,28.19,61.49,1793,161,1,COM4
1774841378.524,sim,28.35,61.80,,,,COM4
1774841378.599,frame,28.34,61.79,1794,1,1,COM4
