host_ts,source,temp_c,hum_rh,dist_mm,curr_ma,seq,cmd,crc_ok,port
1774841999.424,sim,27.60,54.60,,,,,,COM4
1774841999.498,frame,27.59,54.59,,,290,1,1,COM4
1774841999.643,frame,,,180,1112,291,2,1,COM4
1774841999.791,frame,,,180,1112,292,162,1,COM4
1774842000.422,sim,27.75,54.90,,,,,,COM4
1774842000.496,frame,27.74,54.89,,,293,1,1,COM4
1774842000.644,frame,,,145,1134,294,2,1,COM4
1774842000.792,frame,,,145,1134,295,162,1,COM4
1774842001.435,sim,27.90,55.20,,,,,,COM4
1774842001.510,frame,27.89,55.19,,,296,1,1,COM4
1774842001.652,frame,,,110,1156,297,2,1,COM4
1774842001.800,frame,,,110,1156,298,162,1,COM4
1774842002.442,sim,28.05,55.50,,,,,,COM4
1774842002.517,frame,28.04,55.49,,,299,1,1,COM4
1774842002.666,frame,,,1300,1178,300,2,1,COM4
1774842002.816,frame,,,1300,1178,301,162,1,COM4
1774842003.450,sim,28.20,55.80,,,,,,COM4
1774842003.524,frame,28.19,55.79,,,302,1,1,COM4
1774842003.670,frame,,,1265,1200,303,2,1,COM4
1774842003.824,frame,,,1265,1200,304,162,1,COM4
1774842004.383,sim,28.35,56.10,,,,,,COM4
1774842004.458,frame,28.34,56.09,,,305,1,1,COM4
1774842004.603,frame,,,1230,1222,306,2,1,COM4
1774842004.752,frame,,,1230,1222,307,162,1,COM4
1774842005.388,sim,28.50,56.40,,,,,,COM4
1774842005.461,frame,28.49,56.39,,,308,1,1,COM4
1774842005.610,frame,,,1195,1244,309,2,1,COM4
1774842005.757,frame,,,1195,1244,310,162,1,COM4
1774842006.394,sim,28.65,56.70,,,,,,COM4
1774842006.471,frame,28.64,56.69,,,311,1,1,COM4
1774842006.617,frame,28.64,56.69,,,312,161,1,COM4
1774842006.763,frame,,,1160,1266,313,2,1,COM4
1774842006.909,frame,,,1160,1266,314,162,1,COM4
1774842007.377,sim,28.80,57.00,,,,,,COM4
1774842007.455,frame,28.79,56.99,,,315,1,1,COM4
1774842007.607,frame,28.79,56.99,,,316,161,1,COM4
1774842007.758,frame,,,1125,1288,317,2,1,COM4
1774842007.910,frame,,,1125,1288,318,162,1,COM4
1774842008.374,sim,28.95,57.30,,,,,,COM4
1774842008.451,frame,28.94,57.29,,,319,1,1,COM4
1774842008.600,frame,28.94,57.29,,,320,161,1,COM4
1774842008.748,frame,,,1090,1310,321,2,1,COM4
1774842008.898,frame,,,1090,1310,322,162,1,COM4
1774842009.372,sim,29.10,57.60,,,,,,COM4
1774842009.449,frame,29.09,57.59,,,323,1,1,COM4
1774842009.596,frame,29.09,57.59,,,324,161,1,COM4
1774842009.743,frame,,,1055,1332,325,2,1,COM4
1774842009.895,frame,,,1055,1332,326,162,1,COM4
1774842010.368,sim,29.25,57.90,,,,,,COM4
1774842010.446,frame,29.24,57.89,,,327,1,1,COM4
1774842010.595,frame,29.24,57.89,,,328,161,1,COM4
1774842010.747,frame,,,1020,1354,329,2,1,COM4
1774842010.898,frame,,,1020,1354,330,162,1,COM4
1774842011.365,sim,29.40,58.20,,,,,,COM4
1774842011.440,frame,29.39,58.19,,,331,1,1,COM4
1774842011.583,frame,29.39,58.19,,,332,161,1,COM4
1774842011.728,frame,,,985,1376,333,2,1,COM4
1774842011.873,frame,,,985,1376,334,162,1,COM4
1774842012.362,sim,29.55,58.50,,,,,,COM4
1774842012.438,frame,29.54,58.49,,,335,1,1,COM4
1774842012.585,frame,29.54,58.49,,,336,161,1,COM4
1774842012.730,frame,,,950,1398,337,2,1,COM4
1774842012.877,frame,,,950,1398,338,162,1,COM4
1774842013.359,sim,29.70,58.80,,,,,,COM4
1774842013.432,frame,29.69,58.79,,,339,1,1,COM4
1774842013.578,frame,29.69,58.79,,,340,161,1,COM4
1774842013.727,frame,,,915,1420,341,2,1,COM4
1774842013.875,frame,,,915,1420,342,162,1,COM4
1774842014.356,sim,29.85,59.10,,,,,,COM4
1774842014.429,frame,29.84,59.09,,,343,1,1,COM4
1774842014.577,frame,29.84,59.09,,,344,161,1,COM4
1774842014.726,frame,,,880,1442,345,2,1,COM4
1774842014.871,frame,,,880,1442,346,162,1,COM4
1774842015.353,sim,30.00,59.40,,,,,,COM4
1774842015.426,frame,29.99,59.39,,,347,1,1,COM4
1774842015.571,frame,29.99,59.39,,,348,161,1,COM4
1774842015.718,frame,,,845,1464,349,2,1,COM4
1774842015.866,frame,,,845,1464,350,162,1,COM4
1774842016.350,sim,24.00,59.70,,,,,,COM4
1774842016.424,frame,24.00,59.69,,,351,1,1,COM4
1774842016.569,frame,,,810,1486,352,2,1,COM4
1774842016.715,frame,,,810,1486,353,162,1,COM4
1774842017.350,sim,24.15,60.00,,,,,,COM4
1774842017.426,frame,24.15,59.99,,,354,1,1,COM4
1774842017.573,frame,,,775,1508,355,2,1,COM4
1774842017.721,frame,,,775,1508,356,162,1,COM4
1774842018.364,sim,24.30,60.30,,,,,,COM4
1774842018.440,frame,24.30,60.29,,,357,1,1,COM4
1774842018.586,frame,,,740,1530,358,2,1,COM4
1774842018.731,frame,,,740,1530,359,162,1,COM4
1774842019.360,sim,24.45,60.60,,,,,,COM4
1774842019.436,frame,24.45,60.59,,,360,1,1,COM4
1774842019.581,frame,,,705,1552,361,2,1,COM4
1774842019.731,frame,,,705,1552,362,162,1,COM4
1774842020.378,sim,24.60,60.90,,,,,,COM4
1774842020.455,frame,24.59,60.89,,,363,1,1,COM4
1774842020.603,frame,,,670,1574,364,2,1,COM4
1774842020.755,frame,,,670,1574,365,162,1,COM4
1774842021.390,sim,24.75,61.20,,,,,,COM4
1774842021.464,frame,24.74,61.19,,,366,1,1,COM4
1774842021.608,frame,,,635,1596,367,2,1,COM4
1774842021.753,frame,,,635,1596,368,162,1,COM4
1774842022.387,sim,24.90,61.50,,,,,,COM4
1774842022.462,frame,24.89,61.49,,,369,1,1,COM4
1774842022.610,frame,,,600,1618,370,2,1,COM4
1774842022.757,frame,,,600,1618,371,162,1,COM4
1774842023.402,sim,25.05,61.80,,,,,,COM4
1774842023.478,frame,25.04,61.79,,,372,1,1,COM4
1774842023.625,frame,,,565,1640,373,2,1,COM4
1774842023.770,frame,,,565,1640,374,162,1,COM4
1774842024.407,sim,25.20,62.10,,,,,,COM4
1774842024.483,frame,25.19,62.09,,,375,1,1,COM4
1774842024.633,frame,,,530,1662,376,2,1,COM4
1774842024.778,frame,,,530,1662,377,162,1,COM4
1774842025.341,sim,25.35,62.40,,,,,,COM4
1774842025.415,frame,25.34,62.39,,,378,1,1,COM4
1774842025.562,frame,,,495,1684,379,2,1,COM4
1774842025.712,frame,,,495,1684,380,162,1,COM4
1774842026.352,sim,25.50,62.70,,,,,,COM4
1774842026.429,frame,25.49,62.69,,,381,1,1,COM4
1774842026.583,frame,,,460,1706,382,2,1,COM4
1774842026.731,frame,,,460,1706,383,162,1,COM4
1774842027.364,sim,25.65,63.00,,,,,,COM4
1774842027.440,frame,25.64,62.99,,,384,1,1,COM4
1774842027.587,frame,,,425,320,385,2,1,COM4
1774842027.734,frame,,,425,320,386,162,1,COM4
1774842028.384,sim,25.80,63.30,,,,,,COM4
1774842028.460,frame,25.79,63.29,,,387,1,1,COM4
1774842028.608,frame,,,390,342,388,2,1,COM4
1774842028.761,frame,,,390,342,389,162,1,COM4
1774842029.395,sim,25.95,63.60,,,,,,COM4
1774842029.472,frame,25.94,63.59,,,390,1,1,COM4
1774842029.624,frame,,,355,364,391,2,1,COM4
1774842029.775,frame,,,355,364,392,162,1,COM4
1774842030.408,sim,26.10,63.90,,,,,,COM4
1774842030.483,frame,26.09,63.89,,,393,1,1,COM4
1774842030.631,frame,,,320,386,394,2,1,COM4
1774842030.779,frame,,,320,386,395,162,1,COM4
1774842031.337,sim,26.25,64.20,,,,,,COM4
1774842031.413,frame,26.24,64.19,,,396,1,1,COM4
1774842031.559,frame,,,285,408,397,2,1,COM4
1774842031.709,frame,,,285,408,398,162,1,COM4
1774842032.356,sim,26.40,64.50,,,,,,COM4
1774842032.434,frame,26.39,64.49,,,399,1,1,COM4
1774842032.583,frame,,,250,430,400,2,1,COM4
1774842032.734,frame,,,250,430,401,162,1,COM4
1774842033.385,sim,26.55,64.80,,,,,,COM4
1774842033.466,frame,26.54,64.79,,,402,1,1,COM4
1774842033.613,frame,,,215,452,403,2,1,COM4
1774842033.760,frame,,,215,452,404,162,1,COM4
1774842034.401,sim,26.70,65.10,,,,,,COM4
1774842034.474,frame,26.69,65.09,,,405,1,1,COM4
1774842034.619,frame,,,180,474,406,2,1,COM4
1774842034.766,frame,,,180,474,407,162,1,COM4
1774842035.392,sim,26.85,65.40,,,,,,COM4
1774842035.467,frame,26.84,65.39,,,408,1,1,COM4
1774842035.610,frame,,,145,496,409,2,1,COM4
1774842035.756,frame,,,145,496,410,162,1,COM4
1774842036.394,sim,27.00,65.70,,,,,,COM4
1774842036.470,frame,26.99,65.69,,,411,1,1,COM4
1774842036.620,frame,,,110,518,412,2,1,COM4
1774842036.764,frame,,,110,518,413,162,1,COM4
1774842037.399,sim,27.15,66.00,,,,,,COM4
1774842037.473,frame,27.14,65.99,,,414,1,1,COM4
1774842037.621,frame,,,1300,540,415,2,1,COM4
1774842038.331,sim,27.30,66.30,,,,,,COM4
1774842038.409,frame,27.29,66.29,,,416,1,1,COM4
1774842038.559,frame,,,1265,562,417,2,1,COM4
1774842039.328,sim,27.45,66.60,,,,,,COM4
1774842039.404,frame,27.44,66.59,,,418,1,1,COM4
1774842039.550,frame,,,1230,584,419,2,1,COM4
1774842040.326,sim,27.60,66.90,,,,,,COM4
1774842040.401,frame,27.59,66.89,,,420,1,1,COM4
1774842040.545,frame,,,1195,606,421,2,1,COM4
1774842041.323,sim,27.75,67.20,,,,,,COM4
1774842041.397,frame,27.74,67.19,,,422,1,1,COM4
1774842041.543,frame,,,1160,628,423,2,1,COM4
1774842042.320,sim,27.90,67.50,,,,,,COM4
1774842042.393,frame,27.89,67.49,,,424,1,1,COM4
