host_ts,source,temp_c,hum_rh,dist_mm,curr_ma,seq,cmd,crc_ok,port
1774842242.099,frame,27.14,51.89,,,1089,1,1,COM4
1774842242.243,frame,27.14,51.89,,,1090,161,1,COM4
1774842242.389,frame,,,250,826,1091,2,1,COM4
1774842242.534,frame,,,250,826,1092,162,1,COM4
1774842243.021,sim,27.30,52.20,,,,,,COM4
1774842243.096,frame,27.29,52.19,,,1093,1,1,COM4
1774842243.241,frame,27.29,52.19,,,1094,161,1,COM4
1774842243.385,frame,,,215,848,1095,2,1,COM4
1774842243.528,frame,,,215,848,1096,162,1,COM4
1774842244.018,sim,27.45,52.50,,,,,,COM4
1774842244.092,frame,27.44,52.49,,,1097,1,1,COM4
1774842244.238,frame,27.44,52.49,,,1098,161,1,COM4
1774842244.382,frame,,,180,870,1099,2,1,COM4
1774842244.528,frame,,,180,870,1100,162,1,COM4
1774842245.014,sim,27.60,52.80,,,,,,COM4
1774842245.088,frame,27.59,52.79,,,1101,1,1,COM4
1774842245.231,frame,27.59,52.79,,,1102,161,1,COM4
1774842245.376,frame,,,145,892,1103,2,1,COM4
1774842245.521,frame,,,145,892,1104,162,1,COM4
1774842246.011,sim,27.75,53.10,,,,,,COM4
1774842246.087,frame,27.74,53.09,,,1105,1,1,COM4
1774842246.229,frame,27.74,53.09,,,1106,161,1,COM4
1774842246.376,frame,,,110,914,1107,2,1,COM4
1774842246.520,frame,,,110,914,1108,162,1,COM4
1774842247.007,sim,27.90,53.40,,,,,,COM4
1774842247.081,frame,27.89,53.39,,,1109,1,1,COM4
1774842247.225,frame,27.89,53.39,,,1110,161,1,COM4
1774842247.373,frame,,,1300,936,1111,2,1,COM4
1774842247.522,frame,,,1300,936,1112,162,1,COM4
1774842248.005,sim,28.05,53.70,,,,,,COM4
1774842248.080,frame,28.04,53.69,,,1113,1,1,COM4
1774842248.221,frame,28.04,53.69,,,1114,161,1,COM4
1774842248.367,frame,,,1265,958,1115,2,1,COM4
1774842248.508,frame,,,1265,958,1116,162,1,COM4
1774842249.003,sim,28.20,54.00,,,,,,COM4
1774842249.075,frame,28.19,53.99,,,1117,1,1,COM4
1774842249.222,frame,28.19,53.99,,,1118,161,1,COM4
1774842249.374,frame,,,1230,980,1119,2,1,COM4
1774842249.514,frame,,,1230,980,1120,162,1,COM4
1774842250.000,sim,28.35,54.30,,,,,,COM4
1774842250.080,frame,28.34,54.29,,,1121,1,1,COM4
1774842250.228,frame,28.34,54.29,,,1122,161,1,COM4
1774842250.380,frame,,,1195,1002,1123,2,1,COM4
1774842250.527,frame,,,1195,1002,1124,162,1,COM4
1774842250.998,sim,28.50,54.60,,,,,,COM4
1774842251.075,frame,28.49,54.59,,,1125,1,1,COM4
1774842251.221,frame,28.49,54.59,,,1126,161,1,COM4
1774842251.370,frame,,,1160,1024,1127,2,1,COM4
1774842251.515,frame,,,1160,1024,1128,162,1,COM4
1774842251.996,sim,28.65,54.90,,,,,,COM4
1774842252.073,frame,28.64,54.89,,,1129,1,1,COM4
1774842252.228,frame,28.64,54.89,,,1130,161,1,COM4
1774842252.374,frame,,,1125,1046,1131,2,1,COM4
1774842252.522,frame,,,1125,1046,1132,162,1,COM4
1774842252.994,sim,28.80,55.20,,,,,,COM4
1774842253.071,frame,28.79,55.19,,,1133,1,1,COM4
1774842253.216,frame,28.79,55.19,,,1134,161,1,COM4
1774842253.358,frame,,,1090,1068,1135,2,1,COM4
1774842253.499,frame,,,1090,1068,1136,162,1,COM4
1774842253.993,sim,28.95,55.50,,,,,,COM4
1774842254.066,frame,28.94,55.49,,,1137,1,1,COM4
1774842254.212,frame,28.94,55.49,,,1138,161,1,COM4
1774842254.356,frame,,,1055,1090,1139,2,1,COM4
1774842254.499,frame,,,1055,1090,1140,162,1,COM4
1774842254.991,sim,29.10,55.80,,,,,,COM4
1774842255.065,frame,29.09,55.79,,,1141,1,1,COM4
1774842255.210,frame,29.09,55.79,,,1142,161,1,COM4
1774842255.354,frame,,,1020,1112,1143,2,1,COM4
1774842255.501,frame,,,1020,1112,1144,162,1,COM4
1774842255.989,sim,29.25,56.10,,,,,,COM4
1774842256.065,frame,29.24,56.09,,,1145,1,1,COM4
1774842256.209,frame,29.24,56.09,,,1146,161,1,COM4
1774842256.356,frame,,,985,1134,1147,2,1,COM4
1774842256.501,frame,,,985,1134,1148,162,1,COM4
1774842256.987,sim,29.40,56.40,,,,,,COM4
1774842257.061,frame,29.39,56.39,,,1149,1,1,COM4
1774842257.203,frame,29.39,56.39,,,1150,161,1,COM4
1774842257.347,frame,,,950,1156,1151,2,1,COM4
1774842257.494,frame,,,950,1156,1152,162,1,COM4
1774842257.984,sim,29.55,56.70,,,,,,COM4
1774842258.058,frame,29.54,56.69,,,1153,1,1,COM4
1774842258.200,frame,29.54,56.69,,,1154,161,1,COM4
1774842258.342,frame,,,915,1178,1155,2,1,COM4
1774842258.487,frame,,,915,1178,1156,162,1,COM4
1774842258.982,sim,29.70,57.00,,,,,,COM4
1774842259.057,frame,29.69,56.99,,,1157,1,1,COM4
1774842259.198,frame,29.69,56.99,,,1158,161,1,COM4
1774842259.341,frame,,,880,1200,1159,2,1,COM4
1774842259.485,frame,,,880,1200,1160,162,1,COM4
1774842259.980,sim,29.85,57.30,,,,,,COM4
1774842260.055,frame,29.84,57.29,,,1161,1,1,COM4
1774842260.203,frame,29.84,57.29,,,1162,161,1,COM4
1774842260.355,frame,,,845,1222,1163,2,1,COM4
1774842260.505,frame,,,845,1222,1164,162,1,COM4
1774842260.978,sim,30.00,57.60,,,,,,COM4
1774842263.810,frame,29.99,57.59,,,1165,1,1,COM4
1774842263.960,frame,29.99,57.59,,,1166,161,1,COM4
1774842264.108,frame,,,810,1244,1167,2,1,COM4
1774842264.253,frame,,,810,1244,1168,162,1,COM4
1774842264.329,sim,24.00,57.90,,,,,,COM4
1774842264.402,frame,24.00,57.89,,,1169,1,1,COM4
1774842264.546,frame,,,775,1266,1170,2,1,COM4
1774842264.688,frame,,,775,1266,1171,162,1,COM4
1774842264.763,sim,24.15,58.20,,,,,,COM4
1774842264.839,frame,24.15,58.19,,,1172,1,1,COM4
1774842264.983,frame,,,740,1288,1173,2,1,COM4
1774842265.123,frame,,,740,1288,1174,162,1,COM4
1774842265.201,sim,24.30,58.50,,,,,,COM4
1774842265.274,frame,24.30,58.49,,,1175,1,1,COM4
1774842265.417,frame,,,705,1310,1176,2,1,COM4
1774842265.562,frame,,,705,1310,1177,162,1,COM4
1774842265.639,sim,24.45,58.80,,,,,,COM4
1774842265.712,frame,24.45,58.79,,,1178,1,1,COM4
1774842265.858,frame,,,670,1332,1179,2,1,COM4
1774842266.004,frame,,,670,1332,1180,162,1,COM4
1774842266.080,sim,24.60,59.10,,,,,,COM4
1774842266.157,frame,24.59,59.09,,,1181,1,1,COM4
1774842266.300,frame,,,635,1354,1182,2,1,COM4
1774842266.443,frame,,,635,1354,1183,162,1,COM4
1774842266.973,sim,24.75,59.40,,,,,,COM4
1774842267.050,frame,24.74,59.39,,,1184,1,1,COM4
1774842267.197,frame,,,600,1376,1185,2,1,COM4
1774842267.343,frame,,,600,1376,1186,162,1,COM4
1774842267.982,sim,24.90,59.70,,,,,,COM4
