host_ts,source,temp_c,hum_rh,seq,cmd,crc_ok,port
1774839819.866,sim,25.20,48.60,,,,COM4
1774839819.941,frame,25.19,48.59,246,1,1,COM4
1774839820.368,sim,25.35,48.90,,,,COM4
1774839820.443,frame,25.34,48.89,247,1,1,COM4
1774839820.870,sim,25.50,49.20,,,,COM4
1774839820.944,frame,25.49,49.19,248,1,1,COM4
1774839821.372,sim,25.65,49.50,,,,COM4
1774839821.446,frame,25.64,49.49,249,1,1,COM4
1774839821.874,sim,25.80,49.80,,,,COM4
1774839821.947,frame,25.79,49.79,250,1,1,COM4
1774839822.376,sim,25.95,50.10,,,,COM4
1774839822.450,frame,25.94,50.09,251,1,1,COM4
1774839822.878,sim,26.10,50.40,,,,COM4
1774839822.951,frame,26.09,50.39,252,1,1,COM4
1774839823.381,sim,26.25,50.70,,,,COM4
1774839823.453,frame,26.24,50.69,253,1,1,COM4
1774839823.883,sim,26.40,51.00,,,,COM4
1774839823.956,frame,26.39,50.99,254,1,1,COM4
1774839824.384,sim,26.55,51.30,,,,COM4
1774839824.457,frame,26.54,51.29,255,1,1,COM4
1774839824.885,sim,26.70,51.60,,,,COM4
1774839824.959,frame,26.69,51.59,256,1,1,COM4
1774839825.387,sim,26.85,51.90,,,,COM4
1774839825.459,frame,26.84,51.89,257,1,1,COM4
1774839825.889,sim,27.00,52.20,,,,COM4
1774839825.960,frame,26.99,52.19,258,1,1,COM4
1774839826.391,sim,27.15,52.50,,,,COM4
1774839826.464,frame,27.14,52.49,259,1,1,COM4
1774839826.893,sim,27.30,52.80,,,,COM4
1774839826.966,frame,27.29,52.79,260,1,1,COM4
1774839827.395,sim,27.45,53.10,,,,COM4
1774839827.470,frame,27.44,53.09,261,1,1,COM4
1774839827.896,sim,27.60,53.40,,,,COM4
1774839827.969,frame,27.59,53.39,262,1,1,COM4
1774839828.398,sim,27.75,53.70,,,,COM4
1774839828.470,frame,27.74,53.69,263,1,1,COM4
1774839828.900,sim,27.90,54.00,,,,COM4
1774839828.972,frame,27.89,53.99,264,1,1,COM4
1774839829.402,sim,28.05,54.30,,,,COM4
1774839829.476,frame,28.04,54.29,265,1,1,COM4
1774839829.903,sim,28.20,54.60,,,,COM4
1774839829.976,frame,28.19,54.59,266,1,1,COM4
1774839830.405,sim,28.35,54.90,,,,COM4
1774839830.480,frame,28.34,54.89,267,1,1,COM4
1774839830.907,sim,28.50,55.20,,,,COM4
1774839830.981,frame,28.49,55.19,268,1,1,COM4
1774839831.409,sim,28.65,55.50,,,,COM4
1774839831.481,frame,28.64,55.49,269,1,1,COM4
1774839831.911,sim,28.80,55.80,,,,COM4
1774839831.986,frame,28.79,55.79,270,1,1,COM4
1774839832.412,sim,28.95,56.10,,,,COM4
1774839832.486,frame,28.94,56.09,271,1,1,COM4
1774839832.914,sim,29.10,56.40,,,,COM4
1774839832.986,frame,29.09,56.39,272,1,1,COM4
1774839833.416,sim,29.25,56.70,,,,COM4
1774839833.489,frame,29.24,56.69,273,1,1,COM4
1774839833.918,sim,29.40,57.00,,,,COM4
1774839833.991,frame,29.39,56.99,274,1,1,COM4
1774839834.419,sim,29.55,57.30,,,,COM4
1774839834.492,frame,29.54,57.29,275,1,1,COM4
1774839834.921,sim,29.70,57.60,,,,COM4
1774839834.996,frame,29.69,57.59,276,1,1,COM4
1774839835.423,sim,29.85,57.90,,,,COM4
1774839835.496,frame,29.84,57.89,277,1,1,COM4
1774839835.925,sim,30.00,58.20,,,,COM4
1774839835.997,frame,29.99,58.19,278,1,1,COM4
1774839836.427,sim,24.00,58.50,,,,COM4
1774839836.499,frame,24.00,58.49,279,1,1,COM4
1774839836.929,sim,24.15,58.80,,,,COM4
1774839837.001,frame,24.15,58.79,280,1,1,COM4
1774839837.431,sim,24.30,59.10,,,,COM4
1774839837.506,frame,24.30,59.09,281,1,1,COM4
1774839837.933,sim,24.45,59.40,,,,COM4
1774839838.007,frame,24.45,59.39,282,1,1,COM4
1774839838.435,sim,24.60,59.70,,,,COM4
1774839838.509,frame,24.59,59.69,283,1,1,COM4
1774839838.937,sim,24.75,60.00,,,,COM4
1774839839.010,frame,24.74,59.99,284,1,1,COM4
1774839839.439,sim,24.90,60.30,,,,COM4
1774839839.513,frame,24.89,60.29,285,1,1,COM4
1774839839.941,sim,25.05,60.60,,,,COM4
1774839840.014,frame,25.04,60.59,286,1,1,COM4
1774839840.443,sim,25.20,60.90,,,,COM4
1774839840.516,frame,25.19,60.89,287,1,1,COM4
1774839840.945,sim,25.35,61.20,,,,COM4
1774839841.017,frame,25.34,61.19,288,1,1,COM4
1774839841.447,sim,25.50,61.50,,,,COM4
1774839841.521,frame,25.49,61.49,289,1,1,COM4
1774839841.949,sim,25.65,61.80,,,,COM4
1774839842.023,frame,25.64,61.79,290,1,1,COM4
1774839842.451,sim,25.80,62.10,,,,COM4
1774839842.525,frame,25.79,62.09,291,1,1,COM4
1774839842.953,sim,25.95,62.40,,,,COM4
1774839843.025,frame,25.94,62.39,292,1,1,COM4
1774839843.455,sim,26.10,62.70,,,,COM4
1774839843.528,frame,26.09,62.69,293,1,1,COM4
1774839843.957,sim,26.25,63.00,,,,COM4
1774839844.029,frame,26.24,62.99,294,1,1,COM4
1774839844.459,sim,26.40,63.30,,,,COM4
1774839844.532,frame,26.39,63.29,295,1,1,COM4
1774839844.961,sim,26.55,63.60,,,,COM4
1774839845.034,frame,26.54,63.59,296,1,1,COM4
1774839845.463,sim,26.70,63.90,,,,COM4
1774839845.535,frame,26.69,63.89,297,1,1,COM4
1774839845.965,sim,26.85,64.20,,,,COM4
1774839846.040,frame,26.84,64.19,298,1,1,COM4
1774839846.467,sim,27.00,64.50,,,,COM4
1774839846.540,frame,26.99,64.49,299,1,1,COM4
1774839846.969,sim,27.15,64.80,,,,COM4
1774839847.040,frame,27.14,64.79,300,1,1,COM4
1774839847.471,sim,27.30,65.10,,,,COM4
1774839847.544,frame,27.29,65.09,301,1,1,COM4
1774839847.973,sim,27.45,65.40,,,,COM4
1774839848.045,frame,27.44,65.39,302,1,1,COM4
1774839848.475,sim,27.60,65.70,,,,COM4
1774839848.549,frame,27.59,65.69,303,1,1,COM4
1774839848.977,sim,27.75,66.00,,,,COM4
1774839849.049,frame,27.74,65.99,304,1,1,COM4
1774839849.479,sim,27.90,66.30,,,,COM4
1774839849.553,frame,27.89,66.29,305,1,1,COM4
1774839849.981,sim,28.05,66.60,,,,COM4
1774839850.053,frame,28.04,66.59,306,1,1,COM4
1774839850.483,sim,28.20,66.90,,,,COM4
1774839850.555,frame,28.19,66.89,307,1,1,COM4
1774839850.985,sim,28.35,67.20,,,,COM4
1774839851.058,frame,28.34,67.19,308,1,1,COM4
1774839851.487,sim,28.50,67.50,,,,COM4
1774839851.562,frame,28.49,67.49,309,1,1,COM4
1774839851.989,sim,28.65,67.80,,,,COM4
1774839852.062,frame,28.64,67.79,310,1,1,COM4
1774839852.492,sim,28.80,68.10,,,,COM4
1774839852.567,frame,28.79,68.09,311,1,1,COM4
1774839852.994,sim,28.95,68.40,,,,COM4
1774839853.068,frame,28.94,68.39,312,1,1,COM4
1774839853.496,sim,29.10,68.70,,,,COM4
1774839853.566,frame,29.09,68.69,313,1,1,COM4
1774839853.998,sim,29.25,69.00,,,,COM4
1774839854.072,frame,29.24,69.00,314,1,1,COM4
1774839854.499,sim,29.40,69.30,,,,COM4
1774839854.575,frame,29.39,69.30,315,1,1,COM4
1774839855.002,sim,29.55,69.60,,,,COM4
1774839855.077,frame,29.54,69.60,316,1,1,COM4
1774839855.504,sim,29.70,69.90,,,,COM4
1774839855.579,frame,29.69,69.90,317,1,1,COM4
1774839856.005,sim,29.85,45.00,,,,COM4
1774839856.081,frame,29.84,45.00,318,1,1,COM4
1774839856.508,sim,30.00,45.30,,,,COM4
1774839856.582,frame,29.99,45.30,319,1,1,COM4
1774839857.009,sim,24.00,45.60,,,,COM4
1774839857.083,frame,24.00,45.60,320,1,1,COM4
1774839857.511,sim,24.15,45.90,,,,COM4
1774839857.588,frame,24.15,45.90,321,1,1,COM4
1774839858.013,sim,24.30,46.20,,,,COM4
1774839858.087,frame,24.30,46.19,322,1,1,COM4
1774839858.515,sim,24.45,46.50,,,,COM4
1774839858.589,frame,24.45,46.49,323,1,1,COM4
1774839859.017,sim,24.60,46.80,,,,COM4
1774839859.089,frame,24.59,46.79,324,1,1,COM4
1774839859.519,sim,24.75,47.10,,,,COM4
1774839859.593,frame,24.74,47.09,325,1,1,COM4
1774839860.021,sim,24.90,47.40,,,,COM4
1774839860.100,frame,24.89,47.39,326,1,1,COM4
1774839860.523,sim,25.05,47.70,,,,COM4
1774839860.598,frame,25.04,47.69,327,1,1,COM4
1774839861.024,sim,25.20,48.00,,,,COM4
1774839861.104,frame,25.19,47.99,328,1,1,COM4
1774839861.526,sim,25.35,48.30,,,,COM4
1774839861.599,frame,25.34,48.29,329,1,1,COM4
1774839862.028,sim,25.50,48.60,,,,COM4
1774839862.103,frame,25.49,48.59,330,1,1,COM4
1774839862.530,sim,25.65,48.90,,,,COM4
1774839862.603,frame,25.64,48.89,331,1,1,COM4
1774839863.032,sim,25.80,49.20,,,,COM4
1774839863.104,frame,25.79,49.19,332,1,1,COM4
1774839863.534,sim,25.95,49.50,,,,COM4
1774839863.604,frame,25.94,49.49,333,1,1,COM4
1774839864.035,sim,26.10,49.80,,,,COM4
1774839864.113,frame,26.09,49.79,334,1,1,COM4
1774839864.537,sim,26.25,50.10,,,,COM4
1774839864.612,frame,26.24,50.09,335,1,1,COM4
1774839865.039,sim,26.40,50.40,,,,COM4
1774839865.110,frame,26.39,50.39,336,1,1,COM4
1774839865.542,sim,26.55,50.70,,,,COM4
1774839865.612,frame,26.54,50.69,337,1,1,COM4
1774839866.044,sim,26.70,51.00,,,,COM4
1774839866.119,frame,26.69,50.99,338,1,1,COM4
1774839866.545,sim,26.85,51.30,,,,COM4
1774839866.620,frame,26.84,51.29,339,1,1,COM4
1774839867.047,sim,27.00,51.60,,,,COM4
1774839867.122,frame,26.99,51.59,340,1,1,COM4
1774839867.549,sim,27.15,51.90,,,,COM4
1774839867.622,frame,27.14,51.89,341,1,1,COM4
1774839868.051,sim,27.30,52.20,,,,COM4
1774839868.125,frame,27.29,52.19,342,1,1,COM4
1774839868.553,sim,27.45,52.50,,,,COM4
1774839868.625,frame,27.44,52.49,343,1,1,COM4
1774839869.055,sim,27.60,52.80,,,,COM4
1774839869.128,frame,27.59,52.79,344,1,1,COM4
1774839869.557,sim,27.75,53.10,,,,COM4
1774839869.629,frame,27.74,53.09,345,1,1,COM4
1774839870.059,sim,27.90,53.40,,,,COM4
1774839870.131,frame,27.89,53.39,346,1,1,COM4
1774839870.561,sim,28.05,53.70,,,,COM4
1774839870.636,frame,28.04,53.69,347,1,1,COM4
1774839871.063,sim,28.20,54.00,,,,COM4
1774839871.137,frame,28.19,53.99,348,1,1,COM4
1774839871.565,sim,28.35,54.30,,,,COM4
1774839871.637,frame,28.34,54.29,349,1,1,COM4
1774839872.067,sim,28.50,54.60,,,,COM4
1774839872.139,frame,28.49,54.59,350,1,1,COM4
1774839872.569,sim,28.65,54.90,,,,COM4
1774839872.641,frame,28.64,54.89,351,1,1,COM4
1774839873.072,sim,28.80,55.20,,,,COM4
1774839873.142,frame,28.79,55.19,352,1,1,COM4
1774839873.574,sim,28.95,55.50,,,,COM4
1774839873.647,frame,28.94,55.49,353,1,1,COM4
1774839874.076,sim,29.10,55.80,,,,COM4
1774839874.149,frame,29.09,55.79,354,1,1,COM4
1774839874.578,sim,29.25,56.10,,,,COM4
1774839874.649,frame,29.24,56.09,355,1,1,COM4
1774839875.080,sim,29.40,56.40,,,,COM4
1774839875.151,frame,29.39,56.39,356,1,1,COM4
1774839875.582,sim,29.55,56.70,,,,COM4
1774839875.658,frame,29.54,56.69,357,1,1,COM4
1774839876.084,sim,29.70,57.00,,,,COM4
1774839876.163,frame,29.69,56.99,358,1,1,COM4
1774839876.586,sim,29.85,57.30,,,,COM4
1774839876.657,frame,29.84,57.29,359,1,1,COM4
1774839877.088,sim,30.00,57.60,,,,COM4
1774839877.159,frame,29.99,57.59,360,1,1,COM4
1774839877.590,sim,24.00,57.90,,,,COM4
1774839877.670,frame,24.00,57.89,361,1,1,COM4
1774839878.092,sim,24.15,58.20,,,,COM4
1774839878.165,frame,24.15,58.19,362,1,1,COM4
1774839878.595,sim,24.30,58.50,,,,COM4
1774839878.667,frame,24.30,58.49,363,1,1,COM4
1774839879.097,sim,24.45,58.80,,,,COM4
1774839879.170,frame,24.45,58.79,364,1,1,COM4
1774839879.598,sim,24.60,59.10,,,,COM4
1774839879.669,frame,24.59,59.09,365,1,1,COM4
1774839880.100,sim,24.75,59.40,,,,COM4
1774839880.176,frame,24.74,59.39,366,1,1,COM4
1774839880.603,sim,24.90,59.70,,,,COM4
1774839880.674,frame,24.89,59.69,367,1,1,COM4
1774839881.105,sim,25.05,60.00,,,,COM4
1774839881.176,frame,25.04,59.99,368,1,1,COM4
1774839881.607,sim,25.20,60.30,,,,COM4
1774839881.680,frame,25.19,60.29,369,1,1,COM4
1774839882.109,sim,25.35,60.60,,,,COM4
1774839882.183,frame,25.34,60.59,370,1,1,COM4
1774839882.611,sim,25.50,60.90,,,,COM4
1774839882.682,frame,25.49,60.89,371,1,1,COM4
1774839883.113,sim,25.65,61.20,,,,COM4
1774839883.183,frame,25.64,61.19,372,1,1,COM4
1774839883.615,sim,25.80,61.50,,,,COM4
1774839883.688,frame,25.79,61.49,373,1,1,COM4
1774839884.117,sim,25.95,61.80,,,,COM4
1774839884.189,frame,25.94,61.79,374,1,1,COM4
1774839884.619,sim,26.10,62.10,,,,COM4
1774839884.691,frame,26.09,62.09,375,1,1,COM4
1774839885.121,sim,26.25,62.40,,,,COM4
1774839885.200,frame,26.24,62.39,376,1,1,COM4
1774839885.623,sim,26.40,62.70,,,,COM4
1774839885.694,frame,26.39,62.69,377,1,1,COM4
1774839886.125,sim,26.55,63.00,,,,COM4
1774839886.199,frame,26.54,62.99,378,1,1,COM4
1774839886.627,sim,26.70,63.30,,,,COM4
1774839886.701,frame,26.69,63.29,379,1,1,COM4
1774839887.129,sim,26.85,63.60,,,,COM4
1774839887.203,frame,26.84,63.59,380,1,1,COM4
1774839887.631,sim,27.00,63.90,,,,COM4
1774839887.704,frame,26.99,63.89,381,1,1,COM4
1774839888.133,sim,27.15,64.20,,,,COM4
1774839888.205,frame,27.14,64.19,382,1,1,COM4
1774839888.635,sim,27.30,64.50,,,,COM4
1774839888.708,frame,27.29,64.49,383,1,1,COM4
1774839889.137,sim,27.45,64.80,,,,COM4
1774839889.212,frame,27.44,64.79,384,1,1,COM4
1774839889.639,sim,27.60,65.10,,,,COM4
1774839889.712,frame,27.59,65.09,385,1,1,COM4
1774839890.141,sim,27.75,65.40,,,,COM4
1774839890.213,frame,27.74,65.39,386,1,1,COM4
1774839890.643,sim,27.90,65.70,,,,COM4
1774839890.715,frame,27.89,65.69,387,1,1,COM4
1774839891.145,sim,28.05,66.00,,,,COM4
1774839891.218,frame,28.04,65.99,388,1,1,COM4
1774839891.647,sim,28.20,66.30,,,,COM4
1774839891.722,frame,28.19,66.29,389,1,1,COM4
1774839892.149,sim,28.35,66.60,,,,COM4
1774839892.222,frame,28.34,66.59,390,1,1,COM4
1774839892.651,sim,28.50,66.90,,,,COM4
1774839892.729,frame,28.49,66.89,391,1,1,COM4
1774839893.153,sim,28.65,67.20,,,,COM4
1774839893.227,frame,28.64,67.19,392,1,1,COM4
1774839893.655,sim,28.80,67.50,,,,COM4
1774839893.738,frame,28.79,67.49,393,1,1,COM4
1774839894.157,sim,28.95,67.80,,,,COM4
1774839894.228,frame,28.94,67.79,394,1,1,COM4
1774839894.659,sim,29.10,68.10,,,,COM4
1774839894.735,frame,29.09,68.09,395,1,1,COM4
1774839895.161,sim,29.25,68.40,,,,COM4
1774839895.233,frame,29.24,68.39,396,1,1,COM4
1774839895.663,sim,29.40,68.70,,,,COM4
1774839895.737,frame,29.39,68.69,397,1,1,COM4
1774839896.165,sim,29.55,69.00,,,,COM4
1774839896.239,frame,29.54,69.00,398,1,1,COM4
1774839896.667,sim,29.70,69.30,,,,COM4
1774839896.743,frame,29.69,69.30,399,1,1,COM4
1774839897.169,sim,29.85,69.60,,,,COM4
1774839897.243,frame,29.84,69.60,400,1,1,COM4
1774839897.671,sim,30.00,69.90,,,,COM4
1774839897.744,frame,29.99,69.90,401,1,1,COM4
1774839898.173,sim,24.00,45.00,,,,COM4
1774839898.248,frame,24.00,45.00,402,1,1,COM4
1774839898.675,sim,24.15,45.30,,,,COM4
1774839898.750,frame,24.15,45.30,403,1,1,COM4
1774839899.177,sim,24.30,45.60,,,,COM4
1774839899.253,frame,24.30,45.60,404,1,1,COM4
1774839899.679,sim,24.45,45.90,,,,COM4
1774839899.754,frame,24.45,45.90,405,1,1,COM4
1774839900.180,sim,24.60,46.20,,,,COM4
1774839900.264,frame,24.59,46.19,406,1,1,COM4
1774839900.682,sim,24.75,46.50,,,,COM4
1774839900.761,frame,24.74,46.49,407,1,1,COM4
1774839901.184,sim,24.90,46.80,,,,COM4
1774839901.260,frame,24.89,46.79,408,1,1,COM4
1774839901.686,sim,25.05,47.10,,,,COM4
1774839901.761,frame,25.04,47.09,409,1,1,COM4
1774839902.188,sim,25.20,47.40,,,,COM4
1774839902.262,frame,25.19,47.39,410,1,1,COM4
1774839902.690,sim,25.35,47.70,,,,COM4
1774839902.763,frame,25.34,47.69,411,1,1,COM4
1774839903.192,sim,25.50,48.00,,,,COM4
1774839903.264,frame,25.49,47.99,412,1,1,COM4
1774839903.694,sim,25.65,48.30,,,,COM4
1774839903.767,frame,25.64,48.29,413,1,1,COM4
1774839904.196,sim,25.80,48.60,,,,COM4
1774839904.267,frame,25.79,48.59,414,1,1,COM4
1774839904.697,sim,25.95,48.90,,,,COM4
1774839904.768,frame,25.94,48.89,415,1,1,COM4
1774839905.199,sim,26.10,49.20,,,,COM4
1774839905.272,frame,26.09,49.19,416,1,1,COM4
1774839905.701,sim,26.25,49.50,,,,COM4
1774839905.777,frame,26.24,49.49,417,1,1,COM4
1774839906.203,sim,26.40,49.80,,,,COM4
1774839906.278,frame,26.39,49.79,418,1,1,COM4
1774839906.705,sim,26.55,50.10,,,,COM4
1774839906.782,frame,26.54,50.09,419,1,1,COM4
1774839907.207,sim,26.70,50.40,,,,COM4
1774839907.282,frame,26.69,50.39,420,1,1,COM4
1774839907.710,sim,26.85,50.70,,,,COM4
1774839907.781,frame,26.84,50.69,421,1,1,COM4
1774839908.212,sim,27.00,51.00,,,,COM4
1774839908.283,frame,26.99,50.99,422,1,1,COM4
1774839908.714,sim,27.15,51.30,,,,COM4
1774839908.786,frame,27.14,51.29,423,1,1,COM4
1774839909.216,sim,27.30,51.60,,,,COM4
1774839909.290,frame,27.29,51.59,424,1,1,COM4
1774839909.718,sim,27.45,51.90,,,,COM4
