host_ts,source,temp_c,hum_rh,dist_mm,curr_ma,seq,cmd,crc_ok,port
1774856405.182,frame,29.54,48.89,,,4346,161,1,COM4
1774856405.356,frame,,,355,694,4347,2,1,COM4
1774856405.523,frame,,,355,694,4348,162,1,COM4
1774856405.908,sim,29.70,49.20,,,,,,COM4
1774856405.990,frame,29.69,49.19,,,4349,1,1,COM4
1774856406.154,frame,29.69,49.19,,,4350,161,1,COM4
1774856406.314,frame,,,320,716,4351,2,1,COM4
1774856406.481,frame,,,320,716,4352,162,1,COM4
1774856406.904,sim,29.85,49.50,,,,,,COM4
1774856406.991,frame,29.84,49.49,,,4353,1,1,COM4
1774856407.158,frame,29.84,49.49,,,4354,161,1,COM4
1774856407.327,frame,,,285,738,4355,2,1,COM4
1774856407.503,frame,,,285,738,4356,162,1,COM4
1774856407.900,sim,30.00,49.80,,,,,,COM4
1774856407.986,frame,29.99,49.79,,,4357,1,1,COM4
1774856408.158,frame,29.99,49.79,,,4358,161,1,COM4
1774856408.332,frame,,,250,760,4359,2,1,COM4
1774856408.505,frame,,,250,760,4360,162,1,COM4
1774856408.896,sim,24.00,50.10,,,,,,COM4
1774856409.001,frame,24.00,50.09,,,4361,1,1,COM4
1774856409.168,frame,,,215,782,4362,2,1,COM4
1774856409.332,frame,,,215,782,4363,162,1,COM4
1774856409.892,sim,24.15,50.40,,,,,,COM4
1774856409.982,frame,24.15,50.39,,,4364,1,1,COM4
1774856410.163,frame,,,180,804,4365,2,1,COM4
1774856410.329,frame,,,180,804,4366,162,1,COM4
1774856410.887,sim,24.30,50.70,,,,,,COM4
1774856410.970,frame,24.30,50.69,,,4367,1,1,COM4
1774856411.127,frame,,,145,826,4368,2,1,COM4
1774856411.297,frame,,,145,826,4369,162,1,COM4
1774856411.950,sim,24.45,51.00,,,,,,COM4
1774856412.030,frame,24.45,50.99,,,4370,1,1,COM4
1774856412.189,frame,,,110,848,4371,2,1,COM4
1774856412.353,frame,,,110,848,4372,162,1,COM4
1774856412.879,sim,24.60,51.30,,,,,,COM4
1774856412.963,frame,24.59,51.29,,,4373,1,1,COM4
1774856413.136,frame,,,1300,870,4374,2,1,COM4
1774856413.875,sim,24.75,51.60,,,,,,COM4
1774856413.955,frame,24.74,51.59,,,4375,1,1,COM4
1774856414.115,frame,,,1265,892,4376,2,1,COM4
1774856414.872,sim,24.90,51.90,,,,,,COM4
1774856414.975,frame,24.89,51.89,,,4377,1,1,COM4
1774856415.209,frame,,,1230,914,4378,2,1,COM4
1774856415.407,frame,,,1230,914,4379,162,1,COM4
1774856415.868,sim,25.05,52.20,,,,,,COM4
1774856415.960,frame,25.04,52.19,,,4380,1,1,COM4
1774856416.145,frame,,,1195,936,4381,2,1,COM4
1774856416.323,frame,,,1195,936,4382,162,1,COM4
1774856416.864,sim,25.20,52.50,,,,,,COM4
1774856416.966,frame,25.19,52.49,,,4383,1,1,COM4
1774856417.166,frame,,,1160,958,4384,2,1,COM4
1774856417.354,frame,,,1160,958,4385,162,1,COM4
1774856417.860,sim,25.35,52.80,,,,,,COM4
1774856417.950,frame,25.34,52.79,,,4386,1,1,COM4
1774856418.132,frame,,,1125,980,4387,2,1,COM4
1774856418.315,frame,,,1125,980,4388,162,1,COM4
1774856418.856,sim,25.50,53.10,,,,,,COM4
1774856418.947,frame,25.49,53.09,,,4389,1,1,COM4
1774856419.134,frame,,,1090,1002,4390,2,1,COM4
1774856419.326,frame,,,1090,1002,4391,162,1,COM4
1774856419.853,sim,25.65,53.40,,,,,,COM4
1774856419.949,frame,25.64,53.39,,,4392,1,1,COM4
1774856420.139,frame,,,1055,1024,4393,2,1,COM4
1774856420.320,frame,,,1055,1024,4394,162,1,COM4
1774856420.850,sim,25.80,53.70,,,,,,COM4
1774856420.938,frame,25.79,53.69,,,4395,1,1,COM4
1774856421.137,frame,,,1020,1046,4396,2,1,COM4
1774856421.320,frame,,,1020,1046,4397,162,1,COM4
1774856421.847,sim,25.95,54.00,,,,,,COM4
1774856421.940,frame,25.94,53.99,,,4398,1,1,COM4
1774856422.136,frame,,,985,1068,4399,2,1,COM4
1774856422.325,frame,,,985,1068,4400,162,1,COM4
1774856422.843,sim,26.10,54.30,,,,,,COM4
1774856422.938,frame,26.09,54.29,,,4401,1,1,COM4
1774856423.129,frame,,,950,1090,4402,2,1,COM4
1774856423.330,frame,,,950,1090,4403,162,1,COM4
1774856423.839,sim,26.25,54.60,,,,,,COM4
1774856423.930,frame,26.24,54.59,,,4404,1,1,COM4
1774856424.115,frame,,,915,1112,4405,2,1,COM4
1774856424.298,frame,,,915,1112,4406,162,1,COM4
1774856424.834,sim,26.40,54.90,,,,,,COM4
1774856424.926,frame,26.39,54.89,,,4407,1,1,COM4
1774856425.115,frame,,,880,1134,4408,2,1,COM4
1774856425.299,frame,,,880,1134,4409,162,1,COM4
1774856425.830,sim,26.55,55.20,,,,,,COM4
1774856425.925,frame,26.54,55.19,,,4410,1,1,COM4
1774856426.119,frame,,,845,1156,4411,2,1,COM4
1774856426.305,frame,,,845,1156,4412,162,1,COM4
1774856426.825,sim,26.70,55.50,,,,,,COM4
1774856426.927,frame,26.69,55.49,,,4413,1,1,COM4
1774856427.132,frame,,,810,1178,4414,2,1,COM4
1774856427.314,frame,,,810,1178,4415,162,1,COM4
1774856427.821,sim,26.85,55.80,,,,,,COM4
1774856427.919,frame,26.84,55.79,,,4416,1,1,COM4
1774856428.105,frame,,,775,1200,4417,2,1,COM4
1774856428.288,frame,,,775,1200,4418,162,1,COM4
1774856428.818,sim,27.00,56.10,,,,,,COM4
1774856428.912,frame,26.99,56.09,,,4419,1,1,COM4
1774856429.094,frame,,,740,1222,4420,2,1,COM4
1774856429.293,frame,,,740,1222,4421,162,1,COM4
1774856429.814,sim,27.15,56.40,,,,,,COM4
1774856429.912,frame,27.14,56.39,,,4422,1,1,COM4
1774856430.135,frame,,,705,1244,4423,2,1,COM4
1774856430.328,frame,,,705,1244,4424,162,1,COM4
1774856430.810,sim,27.30,56.70,,,,,,COM4
1774856430.899,frame,27.29,56.69,,,4425,1,1,COM4
1774856431.077,frame,,,670,1266,4426,2,1,COM4
1774856431.258,frame,,,670,1266,4427,162,1,COM4
1774856431.806,sim,27.45,57.00,,,,,,COM4
1774856431.894,frame,27.44,56.99,,,4428,1,1,COM4
1774856432.070,frame,,,635,1288,4429,2,1,COM4
1774856432.243,frame,,,635,1288,4430,162,1,COM4
1774856432.802,sim,27.60,57.30,,,,,,COM4
1774856432.890,frame,27.59,57.29,,,4431,1,1,COM4
1774856433.063,frame,,,600,1310,4432,2,1,COM4
1774856433.236,frame,,,600,1310,4433,162,1,COM4
1774856433.798,sim,27.75,57.60,,,,,,COM4
1774856433.887,frame,27.74,57.59,,,4434,1,1,COM4
1774856434.061,frame,,,565,1332,4435,2,1,COM4
1774856434.236,frame,,,565,1332,4436,162,1,COM4
1774856434.794,sim,27.90,57.90,,,,,,COM4
1774856434.882,frame,27.89,57.89,,,4437,1,1,COM4
1774856435.057,frame,,,530,1354,4438,2,1,COM4
1774856435.236,frame,,,530,1354,4439,162,1,COM4
1774856435.791,sim,28.05,58.20,,,,,,COM4
1774856435.880,frame,28.04,58.19,,,4440,1,1,COM4
1774856436.056,frame,,,495,1376,4441,2,1,COM4
1774856436.235,frame,,,495,1376,4442,162,1,COM4
1774856436.786,sim,28.20,58.50,,,,,,COM4
1774856436.881,frame,28.19,58.49,,,4443,1,1,COM4
1774856437.063,frame,,,460,1398,4444,2,1,COM4
1774856437.244,frame,,,460,1398,4445,162,1,COM4
1774856437.782,sim,28.35,58.80,,,,,,COM4
1774856437.878,frame,28.34,58.79,,,4446,1,1,COM4
1774856438.076,frame,,,425,1420,4447,2,1,COM4
1774856438.255,frame,,,425,1420,4448,162,1,COM4
1774856438.779,sim,28.50,59.10,,,,,,COM4
1774856438.869,frame,28.49,59.09,,,4449,1,1,COM4
1774856439.052,frame,,,390,1442,4450,2,1,COM4
1774856439.275,frame,,,390,1442,4451,162,1,COM4
1774856439.776,sim,28.65,59.40,,,,,,COM4
1774856439.865,frame,28.64,59.39,,,4452,1,1,COM4
1774856440.050,frame,28.64,59.39,,,4453,161,1,COM4
1774856440.241,frame,,,355,1464,4454,2,1,COM4
1774856440.420,frame,,,355,1464,4455,162,1,COM4
1774856440.819,sim,28.80,59.70,,,,,,COM4
1774856440.927,frame,28.79,59.69,,,4456,1,1,COM4
1774856441.119,frame,28.79,59.69,,,4457,161,1,COM4
1774856441.313,frame,,,320,1486,4458,2,1,COM4
1774856441.497,frame,,,320,1486,4459,162,1,COM4
1774856441.768,sim,28.95,60.00,,,,,,COM4
1774856441.858,frame,28.94,59.99,,,4460,1,1,COM4
1774856442.035,frame,28.94,59.99,,,4461,161,1,COM4
1774856442.214,frame,,,285,1508,4462,2,1,COM4
1774856442.394,frame,,,285,1508,4463,162,1,COM4
1774856442.773,sim,29.10,60.30,,,,,,COM4
1774856442.863,frame,29.09,60.29,,,4464,1,1,COM4
1774856443.047,frame,29.09,60.29,,,4465,161,1,COM4
1774856443.235,frame,,,250,1530,4466,2,1,COM4
1774856443.429,frame,,,250,1530,4467,162,1,COM4
1774856443.819,sim,29.25,60.60,,,,,,COM4
1774856443.916,frame,29.24,60.59,,,4468,1,1,COM4
1774856444.098,frame,29.24,60.59,,,4469,161,1,COM4
1774856444.296,frame,,,215,1552,4470,2,1,COM4
1774856444.490,frame,,,215,1552,4471,162,1,COM4
1774856444.756,sim,29.40,60.90,,,,,,COM4
1774856444.850,frame,29.39,60.89,,,4472,1,1,COM4
1774856445.042,frame,29.39,60.89,,,4473,161,1,COM4
1774856445.236,frame,,,180,1574,4474,2,1,COM4
1774856445.429,frame,,,180,1574,4475,162,1,COM4
1774856445.827,sim,29.55,61.20,,,,,,COM4
1774856445.929,frame,29.54,61.19,,,4476,1,1,COM4
1774856446.113,frame,29.54,61.19,,,4477,161,1,COM4
1774856446.299,frame,,,145,1596,4478,2,1,COM4
1774856446.491,frame,,,145,1596,4479,162,1,COM4
1774856446.747,sim,29.70,61.50,,,,,,COM4
1774856446.837,frame,29.69,61.49,,,4480,1,1,COM4
1774856447.011,frame,29.69,61.49,,,4481,161,1,COM4
1774856447.174,frame,,,110,1618,4482,2,1,COM4
1774856447.333,frame,,,110,1618,4483,162,1,COM4
1774856447.743,sim,29.85,61.80,,,,,,COM4
1774856447.837,frame,29.84,61.79,,,4484,1,1,COM4
1774856448.017,frame,29.84,61.79,,,4485,161,1,COM4
1774856448.201,frame,,,1300,1640,4486,2,1,COM4
1774856448.392,frame,,,1300,1640,4487,162,1,COM4
1774856448.786,sim,30.00,62.10,,,,,,COM4
1774856448.881,frame,29.99,62.09,,,4488,1,1,COM4
1774856449.075,frame,29.99,62.09,,,4489,161,1,COM4
1774856449.260,frame,,,1265,1662,4490,2,1,COM4
1774856449.446,frame,,,1265,1662,4491,162,1,COM4
1774856449.734,sim,24.00,62.40,,,,,,COM4
1774856449.844,frame,24.00,62.39,,,4492,1,1,COM4
1774856450.042,frame,,,1230,1684,4493,2,1,COM4
1774856450.236,frame,,,1230,1684,4494,162,1,COM4
1774856450.731,sim,24.15,62.70,,,,,,COM4
1774856450.834,frame,24.15,62.69,,,4495,1,1,COM4
1774856451.030,frame,,,1195,1706,4496,2,1,COM4
1774856451.221,frame,,,1195,1706,4497,162,1,COM4
1774856451.729,sim,24.30,63.00,,,,,,COM4
1774856451.824,frame,24.30,62.99,,,4498,1,1,COM4
1774856452.011,frame,,,1160,320,4499,2,1,COM4
1774856452.726,sim,24.45,63.30,,,,,,COM4
1774856452.815,frame,24.45,63.29,,,4500,1,1,COM4
1774856453.013,frame,,,1125,342,4501,2,1,COM4
1774856453.725,sim,24.60,63.60,,,,,,COM4
1774856453.814,frame,24.59,63.59,,,4502,1,1,COM4
1774856453.992,frame,,,1090,364,4503,2,1,COM4
1774856454.723,sim,24.75,63.90,,,,,,COM4
1774856454.813,frame,24.74,63.89,,,4504,1,1,COM4
1774856455.005,frame,,,1055,386,4505,2,1,COM4
1774856455.720,sim,24.90,64.20,,,,,,COM4
1774856455.817,frame,24.89,64.19,,,4506,1,1,COM4
1774856456.009,frame,,,1020,408,4507,2,1,COM4
1774856456.717,sim,25.05,64.50,,,,,,COM4
1774856456.807,frame,25.04,64.49,,,4508,1,1,COM4
1774856456.985,frame,,,985,430,4509,2,1,COM4
1774856457.715,sim,25.20,64.80,,,,,,COM4
1774856457.806,frame,25.19,64.79,,,4510,1,1,COM4
1774856457.985,frame,,,950,452,4511,2,1,COM4
1774856458.712,sim,25.35,65.10,,,,,,COM4
1774856458.803,frame,25.34,65.09,,,4512,1,1,COM4
1774856458.984,frame,,,915,474,4513,2,1,COM4
1774856459.709,sim,25.50,65.40,,,,,,COM4
1774856459.806,frame,25.49,65.39,,,4514,1,1,COM4
1774856459.998,frame,,,880,496,4515,2,1,COM4
1774856460.705,sim,25.65,65.70,,,,,,COM4
1774856460.799,frame,25.64,65.69,,,4516,1,1,COM4
1774856460.979,frame,,,845,518,4517,2,1,COM4
1774856461.703,sim,25.80,66.00,,,,,,COM4
1774856461.793,frame,25.79,65.99,,,4518,1,1,COM4
1774856461.978,frame,,,810,540,4519,2,1,COM4
1774856462.700,sim,25.95,66.30,,,,,,COM4
1774856462.789,frame,25.94,66.29,,,4520,1,1,COM4
1774856462.964,frame,,,775,562,4521,2,1,COM4
1774856463.696,sim,26.10,66.60,,,,,,COM4
1774856463.786,frame,26.09,66.59,,,4522,1,1,COM4
1774856463.969,frame,,,740,584,4523,2,1,COM4
1774856464.693,sim,26.25,66.90,,,,,,COM4
1774856464.783,frame,26.24,66.89,,,4524,1,1,COM4
1774856464.965,frame,,,705,606,4525,2,1,COM4
1774856465.690,sim,26.40,67.20,,,,,,COM4
1774856465.781,frame,26.39,67.19,,,4526,1,1,COM4
1774856465.964,frame,,,670,628,4527,2,1,COM4
1774856466.686,sim,26.55,67.50,,,,,,COM4
1774856466.779,frame,26.54,67.49,,,4528,1,1,COM4
1774856466.960,frame,,,635,650,4529,2,1,COM4
1774856467.682,sim,26.70,67.80,,,,,,COM4
1774856467.771,frame,26.69,67.79,,,4530,1,1,COM4
1774856467.947,frame,,,600,672,4531,2,1,COM4
1774856468.129,frame,,,600,672,4532,162,1,COM4
1774856468.678,sim,26.85,68.10,,,,,,COM4
1774856468.767,frame,26.84,68.09,,,4533,1,1,COM4
1774856468.950,frame,26.84,68.09,,,4534,161,1,COM4
1774856469.129,frame,,,565,694,4535,2,1,COM4
1774856469.309,frame,,,565,694,4536,162,1,COM4
1774856469.702,sim,27.00,68.40,,,,,,COM4
1774856469.794,frame,26.99,68.39,,,4537,1,1,COM4
1774856469.984,frame,26.99,68.39,,,4538,161,1,COM4
1774856470.163,frame,,,530,716,4539,2,1,COM4
1774856470.346,frame,,,530,716,4540,162,1,COM4
1774856470.743,sim,27.15,68.70,,,,,,COM4
1774856470.833,frame,27.14,68.69,,,4541,1,1,COM4
1774856471.013,frame,27.14,68.69,,,4542,161,1,COM4
1774856471.214,frame,,,495,738,4543,2,1,COM4
1774856471.394,frame,,,495,738,4544,162,1,COM4
1774856471.666,sim,27.30,69.00,,,,,,COM4
1774856471.754,frame,27.29,69.00,,,4545,1,1,COM4
1774856471.931,frame,27.29,69.00,,,4546,161,1,COM4
1774856472.108,frame,,,460,760,4547,2,1,COM4
1774856472.286,frame,,,460,760,4548,162,1,COM4
1774856472.674,sim,27.45,69.30,,,,,,COM4
1774856472.787,frame,27.44,69.30,,,4549,1,1,COM4
1774856473.029,frame,27.44,69.30,,,4550,161,1,COM4
1774856473.247,frame,,,425,782,4551,2,1,COM4
1774856473.476,frame,,,425,782,4552,162,1,COM4
1774856473.657,sim,27.60,69.60,,,,,,COM4
1774856473.770,frame,27.59,69.60,,,4553,1,1,COM4
1774856473.976,frame,27.59,69.60,,,4554,161,1,COM4
1774856474.180,frame,,,390,804,4555,2,1,COM4
1774856474.411,frame,,,390,804,4556,162,1,COM4
1774856474.652,sim,27.75,69.90,,,,,,COM4
1774856474.754,frame,27.74,69.90,,,4557,1,1,COM4
1774856474.961,frame,27.74,69.90,,,4558,161,1,COM4
1774856475.173,frame,,,355,826,4559,2,1,COM4
1774856475.379,frame,,,355,826,4560,162,1,COM4
1774856475.648,sim,27.90,45.00,,,,,,COM4
1774856475.750,frame,27.89,45.00,,,4561,1,1,COM4
1774856475.952,frame,,,320,848,4562,2,1,COM4
1774856476.135,frame,,,320,848,4563,162,1,COM4
1774856476.644,sim,28.05,45.30,,,,,,COM4
1774856476.736,frame,28.04,45.30,,,4564,1,1,COM4
1774856476.919,frame,,,285,870,4565,2,1,COM4
1774856477.107,frame,,,285,870,4566,162,1,COM4
1774856477.639,sim,28.20,45.60,,,,,,COM4
1774856477.732,frame,28.19,45.60,,,4567,1,1,COM4
1774856477.916,frame,,,250,892,4568,2,1,COM4
1774856478.097,frame,,,250,892,4569,162,1,COM4
1774856478.635,sim,28.35,45.90,,,,,,COM4
1774856478.730,frame,28.34,45.90,,,4570,1,1,COM4
1774856478.911,frame,,,215,914,4571,2,1,COM4
1774856479.095,frame,,,215,914,4572,162,1,COM4
1774856479.632,sim,28.50,46.20,,,,,,COM4
1774856479.725,frame,28.49,46.19,,,4573,1,1,COM4
1774856479.906,frame,,,180,936,4574,2,1,COM4
1774856480.085,frame,,,180,936,4575,162,1,COM4
1774856480.627,sim,28.65,46.50,,,,,,COM4
1774856480.717,frame,28.64,46.49,,,4576,1,1,COM4
1774856480.898,frame,28.64,46.49,,,4577,161,1,COM4
1774856481.079,frame,,,145,958,4578,2,1,COM4
1774856481.257,frame,,,145,958,4579,162,1,COM4
1774856481.644,sim,28.80,46.80,,,,,,COM4
1774856481.735,frame,28.79,46.79,,,4580,1,1,COM4
1774856481.923,frame,28.79,46.79,,,4581,161,1,COM4
1774856482.101,frame,,,110,980,4582,2,1,COM4
1774856482.280,frame,,,110,980,4583,162,1,COM4
1774856482.674,sim,28.95,47.10,,,,,,COM4
1774856482.768,frame,28.94,47.09,,,4584,1,1,COM4
1774856482.951,frame,28.94,47.09,,,4585,161,1,COM4
1774856483.133,frame,,,1300,1002,4586,2,1,COM4
1774856483.314,frame,,,1300,1002,4587,162,1,COM4
1774856483.614,sim,29.10,47.40,,,,,,COM4
1774856483.705,frame,29.09,47.39,,,4588,1,1,COM4
1774856483.885,frame,29.09,47.39,,,4589,161,1,COM4
1774856484.067,frame,,,1265,1024,4590,2,1,COM4
1774856484.245,frame,,,1265,1024,4591,162,1,COM4
1774856484.634,sim,29.25,47.70,,,,,,COM4
1774856484.725,frame,29.24,47.69,,,4592,1,1,COM4
1774856484.903,frame,29.24,47.69,,,4593,161,1,COM4
1774856485.088,frame,,,1230,1046,4594,2,1,COM4
1774856485.268,frame,,,1230,1046,4595,162,1,COM4
1774856485.658,sim,29.40,48.00,,,,,,COM4
1774856485.749,frame,29.39,47.99,,,4596,1,1,COM4
1774856485.930,frame,29.39,47.99,,,4597,161,1,COM4
1774856486.108,frame,,,1195,1068,4598,2,1,COM4
1774856486.291,frame,,,1195,1068,4599,162,1,COM4
1774856486.683,sim,29.55,48.30,,,,,,COM4
1774856486.774,frame,29.54,48.29,,,4600,1,1,COM4
1774856486.958,frame,29.54,48.29,,,4601,161,1,COM4
1774856487.140,frame,,,1160,1090,4602,2,1,COM4
1774856487.322,frame,,,1160,1090,4603,162,1,COM4
1774856487.598,sim,29.70,48.60,,,,,,COM4
1774856487.689,frame,29.69,48.59,,,4604,1,1,COM4
1774856487.879,frame,29.69,48.59,,,4605,161,1,COM4
1774856488.071,frame,,,1125,1112,4606,2,1,COM4
1774856488.270,frame,,,1125,1112,4607,162,1,COM4
1774856488.679,sim,29.85,48.90,,,,,,COM4
1774856488.767,frame,29.84,48.89,,,4608,1,1,COM4
1774856488.955,frame,29.84,48.89,,,4609,161,1,COM4
1774856489.136,frame,,,1090,1134,4610,2,1,COM4
1774856489.321,frame,,,1090,1134,4611,162,1,COM4
1774856489.592,sim,30.00,49.20,,,,,,COM4
1774856489.679,frame,29.99,49.19,,,4612,1,1,COM4
1774856489.870,frame,29.99,49.19,,,4613,161,1,COM4
1774856490.059,frame,,,1055,1156,4614,2,1,COM4
1774856490.247,frame,,,1055,1156,4615,162,1,COM4
1774856490.658,sim,24.00,49.50,,,,,,COM4
1774856490.748,frame,24.00,49.49,,,4616,1,1,COM4
1774856490.930,frame,,,1020,1178,4617,2,1,COM4
1774856491.110,frame,,,1020,1178,4618,162,1,COM4
1774856491.586,sim,24.15,49.80,,,,,,COM4
1774856491.674,frame,24.15,49.79,,,4619,1,1,COM4
1774856491.854,frame,,,985,1200,4620,2,1,COM4
1774856492.035,frame,,,985,1200,4621,162,1,COM4
1774856492.582,sim,24.30,50.10,,,,,,COM4
1774856492.672,frame,24.30,50.09,,,4622,1,1,COM4
1774856492.847,frame,,,950,1222,4623,2,1,COM4
1774856493.023,frame,,,950,1222,4624,162,1,COM4
1774856493.578,sim,24.45,50.40,,,,,,COM4
1774856493.667,frame,24.45,50.39,,,4625,1,1,COM4
1774856493.847,frame,,,915,1244,4626,2,1,COM4
1774856494.032,frame,,,915,1244,4627,162,1,COM4
1774856494.575,sim,24.60,50.70,,,,,,COM4
1774856494.664,frame,24.59,50.69,,,4628,1,1,COM4
1774856494.846,frame,,,880,1266,4629,2,1,COM4
1774856495.029,frame,,,880,1266,4630,162,1,COM4
1774856495.571,sim,24.75,51.00,,,,,,COM4
1774856495.668,frame,24.74,50.99,,,4631,1,1,COM4
1774856495.871,frame,,,845,1288,4632,2,1,COM4
1774856496.060,frame,,,845,1288,4633,162,1,COM4
1774856496.567,sim,24.90,51.30,,,,,,COM4
1774856496.655,frame,24.89,51.29,,,4634,1,1,COM4
1774856496.839,frame,,,810,1310,4635,2,1,COM4
1774856497.028,frame,,,810,1310,4636,162,1,COM4
1774856497.563,sim,25.05,51.60,,,,,,COM4
1774856497.652,frame,25.04,51.59,,,4637,1,1,COM4
1774856497.831,frame,,,775,1332,4638,2,1,COM4
1774856498.017,frame,,,775,1332,4639,162,1,COM4
1774856498.559,sim,25.20,51.90,,,,,,COM4
1774856498.652,frame,25.19,51.89,,,4640,1,1,COM4
1774856498.828,frame,,,740,1354,4641,2,1,COM4
1774856499.016,frame,,,740,1354,4642,162,1,COM4
1774856499.555,sim,25.35,52.20,,,,,,COM4
1774856499.656,frame,25.34,52.19,,,4643,1,1,COM4
1774856499.840,frame,,,705,1376,4644,2,1,COM4
1774856500.025,frame,,,705,1376,4645,162,1,COM4
1774856500.551,sim,25.50,52.50,,,,,,COM4
1774856500.639,frame,25.49,52.49,,,4646,1,1,COM4
1774856500.820,frame,,,670,1398,4647,2,1,COM4
1774856501.003,frame,,,670,1398,4648,162,1,COM4
1774856501.547,sim,25.65,52.80,,,,,,COM4
1774856501.636,frame,25.64,52.79,,,4649,1,1,COM4
1774856501.820,frame,,,635,1420,4650,2,1,COM4
1774856502.004,frame,,,635,1420,4651,162,1,COM4
1774856502.543,sim,25.80,53.10,,,,,,COM4
1774856502.631,frame,25.79,53.09,,,4652,1,1,COM4
1774856502.810,frame,,,600,1442,4653,2,1,COM4
1774856502.989,frame,,,600,1442,4654,162,1,COM4
1774856503.539,sim,25.95,53.40,,,,,,COM4
1774856503.639,frame,25.94,53.39,,,4655,1,1,COM4
1774856503.834,frame,,,565,1464,4656,2,1,COM4
1774856504.030,frame,,,565,1464,4657,162,1,COM4
1774856504.536,sim,26.10,53.70,,,,,,COM4
1774856504.629,frame,26.09,53.69,,,4658,1,1,COM4
1774856504.814,frame,,,530,1486,4659,2,1,COM4
1774856504.994,frame,,,530,1486,4660,162,1,COM4
1774856505.532,sim,26.25,54.00,,,,,,COM4
1774856505.624,frame,26.24,53.99,,,4661,1,1,COM4
1774856505.810,frame,,,495,1508,4662,2,1,COM4
1774856505.990,frame,,,495,1508,4663,162,1,COM4
