host_ts,source,temp_c,hum_rh,dist_mm,curr_ma,seq,cmd,crc_ok,port
1774846135.586,frame,,,950,738,15213,2,1,COM4
1774846136.042,sim,28.05,63.00,,,,,,COM4
1774846136.125,frame,28.04,62.99,,,15214,1,1,COM4
1774846136.289,frame,28.04,62.99,,,15215,161,1,COM4
1774846136.455,frame,,,915,760,15216,2,1,COM4
1774846137.119,sim,28.20,63.30,,,,,,COM4
1774846137.205,frame,28.19,63.29,,,15217,1,1,COM4
1774846137.370,frame,28.19,63.29,,,15218,161,1,COM4
1774846137.538,frame,,,880,782,15219,2,1,COM4
1774846137.706,frame,,,880,782,15220,162,1,COM4
1774846138.084,sim,28.35,63.60,,,,,,COM4
1774846138.178,frame,28.34,63.59,,,15221,1,1,COM4
1774846138.428,frame,28.34,63.59,,,15222,161,1,COM4
1774846138.761,frame,,,845,804,15223,2,1,COM4
1774846138.947,frame,,,845,804,15224,162,1,COM4
1774846139.039,sim,28.50,63.90,,,,,,COM4
1774846139.123,frame,28.49,63.89,,,15225,1,1,COM4
1774846139.319,frame,28.49,63.89,,,15226,161,1,COM4
1774846139.481,frame,,,810,826,15227,2,1,COM4
1774846139.645,frame,,,810,826,15228,162,1,COM4
1774846140.034,sim,28.65,64.20,,,,,,COM4
1774846140.124,frame,28.64,64.19,,,15229,1,1,COM4
1774846140.336,frame,28.64,64.19,,,15230,161,1,COM4
1774846140.502,frame,,,775,848,15231,2,1,COM4
1774846140.666,frame,,,775,848,15232,162,1,COM4
1774846141.079,sim,28.80,64.50,,,,,,COM4
1774846141.164,frame,28.79,64.49,,,15233,1,1,COM4
1774846141.402,frame,28.79,64.49,,,15234,161,1,COM4
1774846141.567,frame,,,740,870,15235,2,1,COM4
1774846141.792,frame,,,740,870,15236,162,1,COM4
1774846142.029,sim,28.95,64.80,,,,,,COM4
1774846142.111,frame,28.94,64.79,,,15237,1,1,COM4
1774846142.274,frame,28.94,64.79,,,15238,161,1,COM4
1774846142.437,frame,,,705,892,15239,2,1,COM4
1774846142.604,frame,,,705,892,15240,162,1,COM4
1774846143.027,sim,29.10,65.10,,,,,,COM4
1774846143.111,frame,29.09,65.09,,,15241,1,1,COM4
1774846143.272,frame,29.09,65.09,,,15242,161,1,COM4
1774846143.437,frame,,,670,914,15243,2,1,COM4
1774846143.600,frame,,,670,914,15244,162,1,COM4
1774846144.025,sim,29.25,65.40,,,,,,COM4
1774846144.110,frame,29.24,65.39,,,15245,1,1,COM4
1774846144.273,frame,29.24,65.39,,,15246,161,1,COM4
1774846144.435,frame,,,635,936,15247,2,1,COM4
1774846144.598,frame,,,635,936,15248,162,1,COM4
1774846145.023,sim,29.40,65.70,,,,,,COM4
1774846145.108,frame,29.39,65.69,,,15249,1,1,COM4
1774846145.276,frame,29.39,65.69,,,15250,161,1,COM4
1774846145.442,frame,,,600,958,15251,2,1,COM4
1774846145.604,frame,,,600,958,15252,162,1,COM4
1774846146.021,sim,29.55,66.00,,,,,,COM4
1774846146.106,frame,29.54,65.99,,,15253,1,1,COM4
1774846146.273,frame,29.54,65.99,,,15254,161,1,COM4
1774846146.460,frame,,,565,980,15255,2,1,COM4
1774846146.626,frame,,,565,980,15256,162,1,COM4
1774846147.019,sim,29.70,66.30,,,,,,COM4
1774846147.101,frame,29.69,66.29,,,15257,1,1,COM4
1774846147.259,frame,29.69,66.29,,,15258,161,1,COM4
1774846147.417,frame,,,530,1002,15259,2,1,COM4
1774846147.578,frame,,,530,1002,15260,162,1,COM4
1774846148.017,sim,29.85,66.60,,,,,,COM4
1774846148.099,frame,29.84,66.59,,,15261,1,1,COM4
1774846148.258,frame,29.84,66.59,,,15262,161,1,COM4
1774846148.420,frame,,,495,1024,15263,2,1,COM4
1774846148.582,frame,,,495,1024,15264,162,1,COM4
1774846149.015,sim,30.00,66.90,,,,,,COM4
1774846149.096,frame,29.99,66.89,,,15265,1,1,COM4
1774846149.255,frame,29.99,66.89,,,15266,161,1,COM4
1774846149.416,frame,,,460,1046,15267,2,1,COM4
1774846149.578,frame,,,460,1046,15268,162,1,COM4
1774846150.013,sim,24.00,67.20,,,,,,COM4
1774846150.092,frame,24.00,67.19,,,15269,1,1,COM4
1774846150.253,frame,24.00,67.19,,,15270,161,1,COM4
1774846150.412,frame,,,425,1068,15271,2,1,COM4
1774846150.583,frame,,,425,1068,15272,162,1,COM4
1774846151.011,sim,24.15,67.50,,,,,,COM4
1774846151.091,frame,24.15,67.49,,,15273,1,1,COM4
1774846151.254,frame,24.15,67.49,,,15274,161,1,COM4
1774846151.415,frame,,,390,1090,15275,2,1,COM4
1774846151.580,frame,,,390,1090,15276,162,1,COM4
1774848768.788,sim,30.00,47.70,,,,,,COM4
1774848768.878,frame,29.99,47.69,,,24823,1,1,COM4
1774848769.041,frame,29.99,47.69,,,24824,161,1,COM4
1774848769.292,frame,,,495,1046,24825,2,1,COM4
1774848769.478,frame,,,495,1046,24826,162,1,COM4
1774848769.570,sim,24.00,48.00,,,,,,COM4
1774848769.663,frame,24.00,47.99,,,24827,1,1,COM4
1774848769.835,frame,,,460,1068,24828,2,1,COM4
1774848770.001,frame,,,460,1068,24829,162,1,COM4
1774848770.084,sim,24.15,48.30,,,,,,COM4
1774848770.166,frame,24.15,48.29,,,24830,1,1,COM4
1774848770.330,frame,,,425,1090,24831,2,1,COM4
1774848771.506,frame,,,425,1090,24832,162,1,COM4
1774848771.590,sim,24.30,48.60,,,,,,COM4
1774848771.672,frame,24.30,48.59,,,24833,1,1,COM4
1774848771.835,frame,,,390,1112,24834,2,1,COM4
1774848771.995,frame,,,390,1112,24835,162,1,COM4
1774848772.076,sim,24.45,48.90,,,,,,COM4
1774848772.159,frame,24.45,48.89,,,24836,1,1,COM4
1774848772.322,frame,,,355,1134,24837,2,1,COM4
1774848772.486,frame,,,355,1134,24838,162,1,COM4
1774848772.698,sim,24.60,49.20,,,,,,COM4
1774848772.783,frame,24.59,49.19,,,24839,1,1,COM4
1774848772.970,frame,,,320,1156,24840,2,1,COM4
1774848773.153,frame,,,320,1156,24841,162,1,COM4
1774848773.697,sim,24.75,49.50,,,,,,COM4
1774848773.780,frame,24.74,49.49,,,24842,1,1,COM4
1774848773.942,frame,,,285,1178,24843,2,1,COM4
1774848774.104,frame,,,285,1178,24844,162,1,COM4
1774848774.772,sim,24.90,49.80,,,,,,COM4
1774848774.856,frame,24.89,49.79,,,24845,1,1,COM4
1774848775.021,frame,,,250,1200,24846,2,1,COM4
1774848775.197,frame,,,250,1200,24847,162,1,COM4
1774848775.697,sim,25.05,50.10,,,,,,COM4
1774848775.785,frame,25.04,50.09,,,24848,1,1,COM4
1774848775.949,frame,,,215,1222,24849,2,1,COM4
1774848776.114,frame,,,215,1222,24850,162,1,COM4
1774848776.697,sim,25.20,50.40,,,,,,COM4
1774848776.784,frame,25.19,50.39,,,24851,1,1,COM4
1774848776.954,frame,,,180,1244,24852,2,1,COM4
1774848777.123,frame,,,180,1244,24853,162,1,COM4
1774848777.777,sim,25.35,50.70,,,,,,COM4
1774848777.861,frame,25.34,50.69,,,24854,1,1,COM4
1774848778.774,frame,,,145,1266,24855,2,1,COM4
1774848778.933,frame,,,145,1266,24856,162,1,COM4
1774848779.015,sim,25.50,51.00,,,,,,COM4
1774848779.100,frame,25.49,50.99,,,24857,1,1,COM4
1774848779.261,frame,,,110,1288,24858,2,1,COM4
1774848779.427,frame,,,110,1288,24859,162,1,COM4
1774848779.698,sim,25.65,51.30,,,,,,COM4
1774848779.778,frame,25.64,51.29,,,24860,1,1,COM4
1774848779.939,frame,,,1300,1310,24861,2,1,COM4
1774848780.105,frame,,,1300,1310,24862,162,1,COM4
1774848780.774,sim,25.80,51.60,,,,,,COM4
1774848780.857,frame,25.79,51.59,,,24863,1,1,COM4
1774848781.023,frame,,,1265,1332,24864,2,1,COM4
1774848781.187,frame,,,1265,1332,24865,162,1,COM4
1774848781.698,sim,25.95,51.90,,,,,,COM4
1774848781.781,frame,25.94,51.89,,,24866,1,1,COM4
1774848781.944,frame,,,1230,1354,24867,2,1,COM4
1774848782.112,frame,,,1230,1354,24868,162,1,COM4
1774848782.698,sim,26.10,52.20,,,,,,COM4
1774848782.783,frame,26.09,52.19,,,24869,1,1,COM4
1774848782.952,frame,,,1195,1376,24870,2,1,COM4
1774848783.121,frame,,,1195,1376,24871,162,1,COM4
1774848783.769,sim,26.25,52.50,,,,,,COM4
1774848783.852,frame,26.24,52.49,,,24872,1,1,COM4
1774848784.020,frame,,,1160,1398,24873,2,1,COM4
1774848784.190,frame,,,1160,1398,24874,162,1,COM4
1774848784.697,sim,26.40,52.80,,,,,,COM4
1774848784.780,frame,26.39,52.79,,,24875,1,1,COM4
1774848784.948,frame,,,1125,1420,24876,2,1,COM4
1774848785.119,frame,,,1125,1420,24877,162,1,COM4
1774848785.697,sim,26.55,53.10,,,,,,COM4
1774848785.781,frame,26.54,53.09,,,24878,1,1,COM4
1774848785.949,frame,26.54,53.09,,,24879,161,1,COM4
1774848786.116,frame,,,1090,1442,24880,2,1,COM4
1774848786.287,frame,,,1090,1442,24881,162,1,COM4
1774848786.695,sim,26.70,53.40,,,,,,COM4
1774848786.781,frame,26.69,53.39,,,24882,1,1,COM4
1774848786.975,frame,26.69,53.39,,,24883,161,1,COM4
1774848787.206,frame,,,1055,1464,24884,2,1,COM4
1774848787.433,frame,,,1055,1464,24885,162,1,COM4
1774848787.693,sim,26.85,53.70,,,,,,COM4
1774848787.874,frame,26.84,53.69,,,24886,1,1,COM4
1774848788.054,frame,26.84,53.69,,,24887,161,1,COM4
1774848788.278,frame,,,1020,1486,24888,2,1,COM4
1774848788.458,frame,,,1020,1486,24889,162,1,COM4
1774848788.691,sim,27.00,54.00,,,,,,COM4
1774848788.819,frame,26.99,53.99,,,24890,1,1,COM4
1774848788.993,frame,26.99,53.99,,,24891,161,1,COM4
1774848789.162,frame,,,985,1508,24892,2,1,COM4
1774848789.331,frame,,,985,1508,24893,162,1,COM4
1774848789.754,sim,27.15,54.30,,,,,,COM4
1774848789.835,frame,27.14,54.29,,,24894,1,1,COM4
1774848790.002,frame,27.14,54.29,,,24895,161,1,COM4
1774848790.259,frame,,,950,1530,24896,2,1,COM4
1774848790.435,frame,,,950,1530,24897,162,1,COM4
1774848790.685,sim,27.30,54.60,,,,,,COM4
1774848790.798,frame,27.29,54.59,,,24898,1,1,COM4
1774848790.976,frame,27.29,54.59,,,24899,161,1,COM4
1774848791.138,frame,,,915,1552,24900,2,1,COM4
1774848791.300,frame,,,915,1552,24901,162,1,COM4
1774848791.683,sim,27.45,54.90,,,,,,COM4
1774848791.767,frame,27.44,54.89,,,24902,1,1,COM4
1774848791.928,frame,27.44,54.89,,,24903,161,1,COM4
1774848792.094,frame,,,880,1574,24904,2,1,COM4
1774848792.270,frame,,,880,1574,24905,162,1,COM4
1774848792.683,sim,27.60,55.20,,,,,,COM4
1774848792.858,frame,27.59,55.19,,,24906,1,1,COM4
1774848793.138,frame,27.59,55.19,,,24907,161,1,COM4
1774848793.315,frame,,,845,1596,24908,2,1,COM4
1774848793.509,frame,,,845,1596,24909,162,1,COM4
1774848793.679,sim,27.75,55.50,,,,,,COM4
1774848793.770,frame,27.74,55.49,,,24910,1,1,COM4
1774848793.986,frame,27.74,55.49,,,24911,161,1,COM4
1774848794.156,frame,,,810,1618,24912,2,1,COM4
1774848794.382,frame,,,810,1618,24913,162,1,COM4
1774848794.676,sim,27.90,55.80,,,,,,COM4
1774848794.808,frame,27.89,55.79,,,24914,1,1,COM4
1774848794.986,frame,27.89,55.79,,,24915,161,1,COM4
1774848795.158,frame,,,775,1640,24916,2,1,COM4
1774848795.329,frame,,,775,1640,24917,162,1,COM4
1774848795.749,sim,28.05,56.10,,,,,,COM4
1774848795.831,frame,28.04,56.09,,,24918,1,1,COM4
1774848795.997,frame,28.04,56.09,,,24919,161,1,COM4
1774848796.177,frame,,,740,1662,24920,2,1,COM4
1774848796.351,frame,,,740,1662,24921,162,1,COM4
1774848796.672,sim,28.20,56.40,,,,,,COM4
1774848796.760,frame,28.19,56.39,,,24922,1,1,COM4
1774848796.956,frame,28.19,56.39,,,24923,161,1,COM4
1774848797.137,frame,,,705,1684,24924,2,1,COM4
1774848797.314,frame,,,705,1684,24925,162,1,COM4
1774848797.734,sim,28.35,56.70,,,,,,COM4
1774848797.816,frame,28.34,56.69,,,24926,1,1,COM4
1774848797.988,frame,28.34,56.69,,,24927,161,1,COM4
1774848798.186,frame,,,670,1706,24928,2,1,COM4
1774848798.353,frame,,,670,1706,24929,162,1,COM4
1774848798.780,sim,28.50,57.00,,,,,,COM4
1774848798.864,frame,28.49,56.99,,,24930,1,1,COM4
1774848799.038,frame,28.49,56.99,,,24931,161,1,COM4
1774848799.202,frame,,,635,320,24932,2,1,COM4
1774848799.367,frame,,,635,320,24933,162,1,COM4
1774848799.665,sim,28.65,57.30,,,,,,COM4
1774848799.746,frame,28.64,57.29,,,24934,1,1,COM4
1774848799.913,frame,28.64,57.29,,,24935,161,1,COM4
1774848800.082,frame,,,600,342,24936,2,1,COM4
1774848800.248,frame,,,600,342,24937,162,1,COM4
1774848800.661,sim,28.80,57.60,,,,,,COM4
1774848800.747,frame,28.79,57.59,,,24938,1,1,COM4
1774848800.911,frame,28.79,57.59,,,24939,161,1,COM4
1774848801.074,frame,,,565,364,24940,2,1,COM4
1774848801.237,frame,,,565,364,24941,162,1,COM4
1774848801.658,sim,28.95,57.90,,,,,,COM4
1774848801.740,frame,28.94,57.89,,,24942,1,1,COM4
1774848801.909,frame,28.94,57.89,,,24943,161,1,COM4
1774848802.081,frame,,,530,386,24944,2,1,COM4
1774848802.248,frame,,,530,386,24945,162,1,COM4
1774848802.655,sim,29.10,58.20,,,,,,COM4
1774848802.738,frame,29.09,58.19,,,24946,1,1,COM4
1774848802.902,frame,29.09,58.19,,,24947,161,1,COM4
1774848803.067,frame,,,495,408,24948,2,1,COM4
1774848803.237,frame,,,495,408,24949,162,1,COM4
1774848803.652,sim,29.25,58.50,,,,,,COM4
1774848803.737,frame,29.24,58.49,,,24950,1,1,COM4
1774848803.904,frame,29.24,58.49,,,24951,161,1,COM4
1774848804.073,frame,,,460,430,24952,2,1,COM4
1774848804.240,frame,,,460,430,24953,162,1,COM4
1774848804.649,sim,29.40,58.80,,,,,,COM4
1774848804.734,frame,29.39,58.79,,,24954,1,1,COM4
1774848804.902,frame,29.39,58.79,,,24955,161,1,COM4
1774848805.071,frame,,,425,452,24956,2,1,COM4
1774848805.237,frame,,,425,452,24957,162,1,COM4
1774848805.645,sim,29.55,59.10,,,,,,COM4
1774848805.732,frame,29.54,59.09,,,24958,1,1,COM4
1774848805.902,frame,29.54,59.09,,,24959,161,1,COM4
1774848806.071,frame,,,390,474,24960,2,1,COM4
1774848806.241,frame,,,390,474,24961,162,1,COM4
1774848806.642,sim,29.70,59.40,,,,,,COM4
1774848806.729,frame,29.69,59.39,,,24962,1,1,COM4
1774848806.897,frame,29.69,59.39,,,24963,161,1,COM4
1774848807.068,frame,,,355,496,24964,2,1,COM4
1774848807.243,frame,,,355,496,24965,162,1,COM4
1774848807.638,sim,29.85,59.70,,,,,,COM4
1774848807.730,frame,29.84,59.69,,,24966,1,1,COM4
1774848807.922,frame,29.84,59.69,,,24967,161,1,COM4
1774848808.113,frame,,,320,518,24968,2,1,COM4
1774848808.323,frame,,,320,518,24969,162,1,COM4
1774848808.711,sim,30.00,60.00,,,,,,COM4
1774848808.796,frame,29.99,59.99,,,24970,1,1,COM4
1774848808.970,frame,29.99,59.99,,,24971,161,1,COM4
1774848809.158,frame,,,285,540,24972,2,1,COM4
1774848809.332,frame,,,285,540,24973,162,1,COM4
1774848809.714,sim,24.00,60.30,,,,,,COM4
1774848809.797,frame,24.00,60.29,,,24974,1,1,COM4
1774848809.976,frame,24.00,60.29,,,24975,161,1,COM4
1774848810.145,frame,,,250,562,24976,2,1,COM4
1774848810.313,frame,,,250,562,24977,162,1,COM4
1774848810.690,sim,24.15,60.60,,,,,,COM4
1774848810.776,frame,24.15,60.59,,,24978,1,1,COM4
1774848810.946,frame,24.15,60.59,,,24979,161,1,COM4
1774848811.116,frame,,,215,584,24980,2,1,COM4
1774848811.287,frame,,,215,584,24981,162,1,COM4
1774848811.666,sim,24.30,60.90,,,,,,COM4
1774848811.751,frame,24.30,60.89,,,24982,1,1,COM4
1774848811.920,frame,24.30,60.89,,,24983,161,1,COM4
1774848812.092,frame,,,180,606,24984,2,1,COM4
1774848812.262,frame,,,180,606,24985,162,1,COM4
1774848812.643,sim,24.45,61.20,,,,,,COM4
1774848812.729,frame,24.45,61.19,,,24986,1,1,COM4
1774848812.901,frame,24.45,61.19,,,24987,161,1,COM4
1774848813.072,frame,,,145,628,24988,2,1,COM4
1774848813.251,frame,,,145,628,24989,162,1,COM4
1774848813.625,sim,24.60,61.50,,,,,,COM4
1774848813.713,frame,24.59,61.49,,,24990,1,1,COM4
1774848813.887,frame,24.59,61.49,,,24991,161,1,COM4
1774848814.057,frame,,,110,650,24992,2,1,COM4
1774848814.234,frame,,,110,650,24993,162,1,COM4
1774848814.611,sim,24.75,61.80,,,,,,COM4
1774848814.698,frame,24.74,61.79,,,24994,1,1,COM4
1774848814.864,frame,24.74,61.79,,,24995,161,1,COM4
1774848815.029,frame,,,1300,672,24996,2,1,COM4
1774848815.611,sim,24.90,62.10,,,,,,COM4
1774848815.702,frame,24.89,62.09,,,24997,1,1,COM4
1774848815.870,frame,24.89,62.09,,,24998,161,1,COM4
1774848816.053,frame,,,1265,694,24999,2,1,COM4
1774848816.611,sim,25.05,62.40,,,,,,COM4
1774848816.700,frame,25.04,62.39,,,25000,1,1,COM4
1774848816.870,frame,25.04,62.39,,,25001,161,1,COM4
1774848817.045,frame,,,1230,716,25002,2,1,COM4
1774848817.612,sim,25.20,62.70,,,,,,COM4
1774848817.712,frame,25.19,62.69,,,25003,1,1,COM4
1774848817.903,frame,25.19,62.69,,,25004,161,1,COM4
1774848818.080,frame,,,1195,738,25005,2,1,COM4
1774848818.611,sim,25.35,63.00,,,,,,COM4
1774848818.696,frame,25.34,62.99,,,25006,1,1,COM4
1774848818.871,frame,25.34,62.99,,,25007,161,1,COM4
1774848819.051,frame,,,1160,760,25008,2,1,COM4
1774848819.612,sim,25.50,63.30,,,,,,COM4
1774848819.701,frame,25.49,63.29,,,25009,1,1,COM4
1774848819.875,frame,25.49,63.29,,,25010,161,1,COM4
1774848820.049,frame,,,1125,782,25011,2,1,COM4
1774848820.612,sim,25.65,63.60,,,,,,COM4
1774848820.704,frame,25.64,63.59,,,25012,1,1,COM4
1774848820.876,frame,25.64,63.59,,,25013,161,1,COM4
1774848821.048,frame,,,1090,804,25014,2,1,COM4
1774848821.224,frame,,,1090,804,25015,162,1,COM4
1774848821.615,sim,25.80,63.90,,,,,,COM4
1774848821.705,frame,25.79,63.89,,,25016,1,1,COM4
1774848821.885,frame,25.79,63.89,,,25017,161,1,COM4
1774848822.056,frame,,,1055,826,25018,2,1,COM4
1774848822.232,frame,,,1055,826,25019,162,1,COM4
1774848822.694,sim,25.95,64.20,,,,,,COM4
1774848822.792,frame,25.94,64.19,,,25020,1,1,COM4
1774848822.978,frame,25.94,64.19,,,25021,161,1,COM4
1774848823.164,frame,,,1020,848,25022,2,1,COM4
1774848823.340,frame,,,1020,848,25023,162,1,COM4
1774848823.604,sim,26.10,64.50,,,,,,COM4
1774848823.732,frame,26.09,64.49,,,25024,1,1,COM4
1774848823.904,frame,26.09,64.49,,,25025,161,1,COM4
1774848824.069,frame,,,985,870,25026,2,1,COM4
1774848824.236,frame,,,985,870,25027,162,1,COM4
1774848824.603,sim,26.25,64.80,,,,,,COM4
1774848824.687,frame,26.24,64.79,,,25028,1,1,COM4
1774848824.854,frame,26.24,64.79,,,25029,161,1,COM4
1774848825.020,frame,,,950,892,25030,2,1,COM4
1774848825.190,frame,,,950,892,25031,162,1,COM4
1774848825.597,sim,26.40,65.10,,,,,,COM4
1774848825.679,frame,26.39,65.09,,,25032,1,1,COM4
1774848825.839,frame,26.39,65.09,,,25033,161,1,COM4
1774848826.001,frame,,,915,914,25034,2,1,COM4
1774848826.218,frame,,,915,914,25035,162,1,COM4
1774848826.622,sim,26.55,65.40,,,,,,COM4
1774848827.275,frame,26.54,65.39,,,25036,1,1,COM4
1774848827.436,frame,26.54,65.39,,,25037,161,1,COM4
1774848827.656,frame,,,880,936,25038,2,1,COM4
1774848827.816,frame,,,880,936,25039,162,1,COM4
1774848827.906,sim,26.70,65.70,,,,,,COM4
1774848828.063,frame,26.69,65.69,,,25040,1,1,COM4
1774848828.270,frame,26.69,65.69,,,25041,161,1,COM4
1774848828.431,frame,,,845,958,25042,2,1,COM4
1774848828.592,frame,,,845,958,25043,162,1,COM4
1774848828.712,sim,26.85,66.00,,,,,,COM4
1774848828.800,frame,26.84,65.99,,,25044,1,1,COM4
1774848828.960,frame,26.84,65.99,,,25045,161,1,COM4
1774848829.121,frame,,,810,980,25046,2,1,COM4
1774848829.282,frame,,,810,980,25047,162,1,COM4
1774848829.652,sim,27.00,66.30,,,,,,COM4
1774848829.733,frame,26.99,66.29,,,25048,1,1,COM4
1774848829.893,frame,26.99,66.29,,,25049,161,1,COM4
1774848830.207,frame,,,775,1002,25050,2,1,COM4
1774848830.369,frame,,,775,1002,25051,162,1,COM4
1774848830.584,sim,27.15,66.60,,,,,,COM4
1774848830.665,frame,27.14,66.59,,,25052,1,1,COM4
1774848830.828,frame,27.14,66.59,,,25053,161,1,COM4
1774848830.990,frame,,,740,1024,25054,2,1,COM4
1774848831.151,frame,,,740,1024,25055,162,1,COM4
1774848831.582,sim,27.30,66.90,,,,,,COM4
1774848831.691,frame,27.29,66.89,,,25056,1,1,COM4
1774848831.912,frame,27.29,66.89,,,25057,161,1,COM4
1774848832.134,frame,,,705,1046,25058,2,1,COM4
1774848832.415,frame,,,705,1046,25059,162,1,COM4
1774848832.580,sim,27.45,67.20,,,,,,COM4
1774848832.689,frame,27.44,67.19,,,25060,1,1,COM4
1774848832.850,frame,27.44,67.19,,,25061,161,1,COM4
1774848833.011,frame,,,670,1068,25062,2,1,COM4
1774848833.173,frame,,,670,1068,25063,162,1,COM4
1774848833.578,sim,27.60,67.50,,,,,,COM4
1774848833.658,frame,27.59,67.49,,,25064,1,1,COM4
1774848833.818,frame,27.59,67.49,,,25065,161,1,COM4
1774848833.982,frame,,,635,1090,25066,2,1,COM4
1774848834.140,frame,,,635,1090,25067,162,1,COM4
1774848834.575,sim,27.75,67.80,,,,,,COM4
1774848834.719,frame,27.74,67.79,,,25068,1,1,COM4
1774848834.946,frame,27.74,67.79,,,25069,161,1,COM4
1774848835.168,frame,,,600,1112,25070,2,1,COM4
1774848835.328,frame,,,600,1112,25071,162,1,COM4
1774848835.573,sim,27.90,68.10,,,,,,COM4
1774848835.658,frame,27.89,68.09,,,25072,1,1,COM4
1774848835.819,frame,27.89,68.09,,,25073,161,1,COM4
1774848836.002,frame,,,565,1134,25074,2,1,COM4
1774848836.323,frame,,,565,1134,25075,162,1,COM4
1774848836.570,sim,28.05,68.40,,,,,,COM4
1774848836.688,frame,28.04,68.39,,,25076,1,1,COM4
1774848836.858,frame,28.04,68.39,,,25077,161,1,COM4
1774848837.021,frame,,,530,1156,25078,2,1,COM4
1774848837.196,frame,,,530,1156,25079,162,1,COM4
1774848837.572,sim,28.20,68.70,,,,,,COM4
1774848837.653,frame,28.19,68.69,,,25080,1,1,COM4
1774848837.879,frame,28.19,68.69,,,25081,161,1,COM4
1774848838.045,frame,,,495,1178,25082,2,1,COM4
1774848838.213,frame,,,495,1178,25083,162,1,COM4
1774848838.575,sim,28.35,69.00,,,,,,COM4
